Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,f1_score,edit_distance,cosine_similarity
70,60,"what is the role and subrole that bank of montreal and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
71,60,"what is the role and subrole that u.s. bank national association and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
76,60,"what company is the documentation agent in the agreement, shared by bank of montreal and u.s. bank national association but not held by wells fargo securities llc",bank of montreal,1,3,0,"Bank of Montreal, U.S. Bank National Association",0.6666666666666666,0.3555555555555555,0.6687318761258383
80,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or citibank, n.a.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
81,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or jpmorgan chase bank, n.a.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
82,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or mufg bank, ltd.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
83,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
84,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
85,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or jpmorgan chase bank, n.a.",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
86,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or mufg bank, ltd.",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
87,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or pnc capital markets llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
88,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or wells fargo securities llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
89,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or mufg bank, ltd.",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
90,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or pnc capital markets llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
91,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or wells fargo securities llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
92,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by mufg bank, ltd. or pnc capital markets llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
93,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by mufg bank, ltd. or wells fargo securities llc",documentation agent,1,3,0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner",0.4444444444444445,0.31666666666666665,0.3351757433279261
94,60,what is the role and subrole that bank of montreal holds in the agreement that is not held by pnc capital markets llc or wells fargo securities llc,documentation agent,1,3,0,"Joint Lead Arranger and Joint Bookrunner, Documentation Agent",0.4444444444444445,0.31666666666666665,0.3351757433279261
125,9,who is the associate of the company which is both the lender and the swing line in the agreement,wei jen yuan,3,1,0,Not found,0.0,0.16666666666666663,0.0
126,9,who is the vice president of the company which is both the lender and the swing line in the agreement,raymond g. dunning,3,1,0,Raymond G. Dunning,1.0,1.0,1.0000000000000002
127,9,who is the authorised signatory of the company which is both the lender and the swing line in the agreement,brian d. williams,3,1,0,Not found,0.0,0.125,0.0
228,60,who is both the senior vice president and treasurer of the company which is the holdings in the agreement,marc h. crown,3,1,0,Marc H. Crown,1.0,1.0,1.0000000000000002
319,9,who is both the chief financial officer and senior vice president of the company where eric searls is employed,mark e. newman,3,1,0,Not found,0.0,0.07692307692307687,0.0
320,9,who is both the chief financial officer and senior vice president of the company where jonathan m. phillips is employed,mark e. newman,3,1,0,Not found,0.0,0.07692307692307687,0.0
