document_number,question,answer,num_hops,num_set_operations,multiple_answers
117,What companies are the Borrower in the agreement?,"COLUMBIA SPORTSWEAR COMPANY, COLUMBIA SPORTSWEAR COMPANY,",1,0,1
117,What companies are the Joint Lead Arranger in the agreement?,"JPMORGAN CHASE BANK, N.A., WELLS FARGO SECURITIES, LLC",1,0,1
117,What company is the Joint Lead Bookrunner in the agreement?,"JPMORGAN CHASE BANK, N.A.",1,0,0
117,What company is the Issuing Lender in the agreement?,"JPMORGAN CHASE BANK, N.A.",1,0,0
117,What company is the Swing Line Lender in the agreement?,"JPMORGAN CHASE BANK, N.A.",1,0,0
103,What is the position of Gavin Baiera?,Authorized Signatory,1,0,0
103,What is the position of Matthew Trybula?,Associate Counsel,1,0,0
103,What is the position of Paul A. Barker?,Manager,1,0,0
103,What is the position of Scott Huckins?,Director,1,0,0
103,What is the position of Stephen Sernett?,Director,1,0,0
103,What is the position of Stuart Brown?,Director,1,0,0
103,In what organization does Gavin Baiera work?,"Angelo, Gordon %26 Co., L.P.",1,0,0
103,In what organization does Matthew Trybula work?,CORTLAND CAPITAL MARKET SERVICES LLC,1,0,0
103,In what organization does Paul A. Barker work?,CLAIRE%C2%92S LUXEMBOURG S.A R.L.,1,0,0
103,In what organization does Scott Huckins work?,CLAIRE%C2%92S FASHION PROPERTY CORP.,1,0,0
103,In what organization does Stephen Sernett work?,CLAIRE%C2%92S FASHION PROPERTY CORP.,1,0,0
103,In what organization does Stuart Brown work?,CLAIRE%C2%92S FASHION PROPERTY CORP.,1,0,0
103,"Who is the representative of Angelo, Gordon %26 Co., L.P.?",Gavin Baiera,1,0,0
103,Who is the representative of CLAIRE%C2%92S LUXEMBOURG S.A R.L.?,Paul A. Barker,1,0,0
103,Who is the representative of CORTLAND CAPITAL MARKET SERVICES LLC?,Matthew Trybula,1,0,0
103,Who are the representatives of CLAIRE%C2%92S FASHION PROPERTY CORP.?,"Scott Huckins, Stephen Sernett, Stuart Brown",1,0,1
103,"What is the location of o Angelo, Gordon %26 Co., LP?","245 Park Avenue, 26th FloorNew York, New York 10167",1,0,0
103,What is the location of Claire%C2%92s %28Gibraltar%29 Holdings Limited?,"3 SW 129th AvenueSuite 400Pembroke Pines, FL 33027",1,0,0
103,What is the location of Cortland Capital Market Services LLC?,"225 W. Washington Street, 21st FloorChicago, IL 60606",1,0,0
103,"Which company is associated with 225 W. Washington Street, 21st FloorChicago, IL 60606?",Cortland Capital Market Services LLC,1,0,0
103,"Which company is associated with 245 Park Avenue, 26th FloorNew York, New York 10167?","o Angelo, Gordon %26 Co., LP",1,0,0
103,"Which company is associated with 3 SW 129th AvenueSuite 400Pembroke Pines, FL 33027?",Claire%C2%92s %28Gibraltar%29 Holdings Limited,1,0,0
103,What are the roles of BOTTICELLI LLC in the agreement?,"Administrative Agent, Collateral Agent",1,0,1
103,What is the role of CLAIRE%C2%92S %28GIBRALTAR%29 INTERMEDIATE HOLDINGS LIMITED in the agreement?,Borrower,1,0,0
103,"What is the role of CLAIRE%C2%92S ACCESSORIES SPAIN, S.L. in the agreement?",Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S ACCESSORIES UK LTD in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S EUROPEAN DISTRIBUTION LIMITED in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S EUROPEAN SERVICES LIMITED in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S FRANCE S.A.S. in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S GERMANY GMBH in the agreement?,Borrower,1,0,0
103,What is the role of CLAIRE%C2%92S HOLDINGS S.A. R.L. in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S HOLDING GMBH in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S LUXEMBOURG S.A. R.L. in the agreement?,Guarantor,1,0,0
103,What is the role of CLAIRE%C2%92S SWITZERLAND GMBH in the agreement?,Guarantor,1,0,0
103,What is the role of CSI LUXEMBOURG S.A. R.L. in the agreement?,Guarantor,1,0,0
103,"What is the role of o Angelo, Gordon %26 Co., LP in the agreement?",Administrative Agent,1,0,0
103,What are the roles of CORTLAND CAPITAL MARKET SERVICES LLC in the agreement?,"Administrative Agent, Collateral Agent",1,0,1
103,What is the role of Claire%C2%92s %28Gibraltar%29 Holdings Limited in the agreement?,Borrowers,1,0,0
103,What is the role of Cortland Capital Market Services LLC in the agreement?,Collateral Agent,1,0,0
103,What is the role of CLAIRE%C2%92S FASHION PROPERTY CORP. in the agreement?,Guarantor,1,0,0
103,What companies are the Administrative Agent in the agreement?,"BOTTICELLI LLC, CORTLAND CAPITAL MARKET SERVICES LLC, o Angelo, Gordon %26 Co., LP",1,0,1
103,What companies are the Collateral Agent in the agreement?,"BOTTICELLI LLC, CORTLAND CAPITAL MARKET SERVICES LLC, Cortland Capital Market Services LLC",1,0,1
103,What company is the Lender in the agreement?,BOTTICELLI LLC,1,0,0
103,What companies are the Borrower in the agreement?,"CLAIRE%C2%92S %28GIBRALTAR%29 INTERMEDIATE HOLDINGS LIMITED, CLAIRE%C2%92S GERMANY GMBH",1,0,1
103,What companies are the Guarantor in the agreement?,"CLAIRE%C2%92S ACCESSORIES SPAIN, S.L., CLAIRE%C2%92S ACCESSORIES UK LTD, CLAIRE%C2%92S EUROPEAN DISTRIBUTION LIMITED, CLAIRE%C2%92S EUROPEAN SERVICES LIMITED, CLAIRE%C2%92S FASHION PROPERTY CORP., CLAIRE%C2%92S FRANCE S.A.S., CLAIRE%C2%92S HOLDING GMBH, CLAIRE%C2%92S HOLDINGS S.A. R.L., CLAIRE%C2%92S LUXEMBOURG S.A. R.L., CLAIRE%C2%92S SWITZERLAND GMBH, CSI LUXEMBOURG S.A. R.L.",1,0,1
103,What company is the Borrowers in the agreement?,Claire%C2%92s %28Gibraltar%29 Holdings Limited,1,0,0
16,What are the positions of Christopher A. Arnold?,"Senior Managing Directo, Senior Managing Director",1,0,1
16,What are the positions of Ian W. Estus?,"Chief Executive Officer, President",1,0,1
16,In what organization does Christopher A. Arnold work?,CRYSTAL FINANCIAL LLC,1,0,0
16,In what organization does Ian W. Estus work?,STANDARD DIVERSIFIED OPPORTUNITIES INC.,1,0,0
16,Who is the representative of CRYSTAL FINANCIAL LLC?,Christopher A. Arnold,1,0,0
16,Who is the representative of STANDARD DIVERSIFIED OPPORTUNITIES INC.?,Ian W. Estus,1,0,0
16,What is the location of Crystal Financial LLC?,"Two International Place, 17th Floor%09  %09 %09Boston, MA 02110",1,0,0
16,"Which company is associated with Two International Place, 17th Floor%09  %09 %09Boston, MA 02110?",Crystal Financial LLC,1,0,0
16,What is the role of STANDARD OUTDOOR LLC in the agreement?,BORROWER,1,0,0
16,What is the role of STANDARD OUTDOOR SOUTHEAST II LLC in the agreement?,BORROWER,1,0,0
16,What is the role of STANDARD OUTDOOR SOUTHEAST I LLC in the agreement?,BORROWER,1,0,0
16,What is the role of STANDARD OUTDOOR SOUTHWEST LLC in the agreement?,BORROWER,1,0,0
16,What is the role of CRYSTAL FINANCIAL LLC in the agreement?,Term Agent,1,0,0
16,What is the role of STANDARD DIVERSIFIED OPPORTUNITIES INC. in the agreement?,BORROWER,1,0,0
16,What companies are the Term Lender in the agreement?,"CRYSTAL FINANCIAL LLC, CRYSTAL FINANCIAL SPV LLC",1,0,1
16,What companies are the BORROWER in the agreement?,"STANDARD DIVERSIFIED OPPORTUNITIES INC., STANDARD OUTDOOR LLC, STANDARD OUTDOOR SOUTHEAST I LLC, STANDARD OUTDOOR SOUTHEAST II LLC, STANDARD OUTDOOR SOUTHWEST LLC",1,0,1
16,What company is the Term Agent in the agreement?,CRYSTAL FINANCIAL LLC,1,0,0
14,What is the position of James Harris?,Chief Financial Officer,1,0,0
14,What is the position of Todd Dittmann?,Authorized Person,1,0,0
14,In what organization does James Harris work?,"PACIFIC DRILLING S.A.,",1,0,0
14,In what organization does Todd Dittmann work?,"AG ENERGY FUNDING, LLC",1,0,0
14,"Who is the representative of AG ENERGY FUNDING, LLC?",Todd Dittmann,1,0,0
14,"Who is the representative of PACIFIC DRILLING S.A.,?",James Harris,1,0,0
14,"What is the role of ANGELO, GORDON ENERGY SERVICER,LLC, in the agreement?",ADMINISTRATIVE AGENT,1,0,0
14,What is the role of Pacific Bora Ltd. in the agreement?,Subsidiary Guarantors,1,0,0
14,"What is the role of Pacific Drilling, Inc. in the agreement?",Subsidiary Guarantors,1,0,0
14,"What is the role of Pacific Drilling, LLC in the agreement?",Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling %28Gibraltar%29 Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling Finance S.%C3%A0 r.l. in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling Holding %28Gibraltar%29 Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,"What is the role of Pacific Drilling Operations, Inc. in the agreement?",Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling Operations Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling VII Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drilling V Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drillship %28Gibraltar%29 Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drillship Nigeria Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Drillship S.%C3%A0 r.l. in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Mistral Ltd. in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Santa Ana %28Gibraltar%29 Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Santa Ana Limited in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Scirocco Ltd. in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Sharav Korl%C3%A1tolt Felel%C3%B6ss%C3%A9g%C5%A9 T%C3%A1rsas%C3%A1g in the agreement?,Subsidiary Guarantors,1,0,0
14,What is the role of Pacific Sharav S.%C3%A0 r.l. in the agreement?,Subsidiary Guarantors,1,0,0
14,"What is the role of AG ENERGY FUNDING, LLC in the agreement?",LENDER,1,0,0
14,"What is the role of PACIFIC DRILLING S.A., in the agreement?",BORROWER,1,0,0
14,What company is the ADMINISTRATIVE AGENT in the agreement?,"ANGELO, GORDON ENERGY SERVICER,LLC,",1,0,0
14,What company is the LENDER in the agreement?,"AG ENERGY FUNDING, LLC",1,0,0
14,What company is the BORROWER in the agreement?,"PACIFIC DRILLING S.A.,",1,0,0
28,What are the positions of Joseph Ciaffoni?,"Chief Executive Officer, President",1,0,1
28,What are the positions of Pedro Gonzalez de Cosio?,"CEO, Managing Member",1,0,1
28,In what organization does Jen Porter work?,Pepper Hamilton LLP,1,0,0
28,In what organization does Joseph Ciaffoni work?,"COLLEGIUM PHARMACEUTICAL, INC.",1,0,0
28,In what organization does Paul Brannelly work?,"Collegium Pharmaceutical, Inc.",1,0,0
28,In what organization does Shirley Kuhlmann work?,"Collegium Pharmaceutical, Inc.",1,0,0
28,In what organizations does Geoffrey E. Secol work?,"AKIN GUMP STRAUSS HAUER %26 FELD LLP, Akin Gump Strauss Hauer %26 Feld LLP",1,0,1
28,In what organizations does Pedro Gonzalez de Cosio work?,"BIOPHARMA CREDIT INVESTMENTS V %28MASTER%29 LP, PHARMAKON ADVISORS LP, Pharmakon Advisors LP",1,0,1
28,"Who is the representative of COLLEGIUM PHARMACEUTICAL, INC.?",Joseph Ciaffoni,1,0,0
28,Who is the representative of Akin Gump Strauss Hauer %26 Feld LLP?,Geoffrey E. Secol,1,0,0
28,Who is the representative of BIOPHARMA CREDIT INVESTMENTS V %28MASTER%29 LP?,Pedro Gonzalez de Cosio,1,0,0
28,Who is the representative of Pepper Hamilton LLP?,Jen Porter,1,0,0
28,Who is the representative of Pharmakon Advisors LP?,Pedro Gonzalez de Cosio,1,0,0
28,Who is the representative of AKIN GUMP STRAUSS HAUER %26 FELD LLP?,Geoffrey E. Secol,1,0,0
28,Who is the representative of PHARMAKON ADVISORS LP?,Pedro Gonzalez de Cosio,1,0,0
28,"Who are the representatives of Collegium Pharmaceutical, Inc.?","Paul Brannelly, Shirley Kuhlmann",1,0,1
28,What is the location of BIOPHARMA CREDIT PLC?,51 New North RoadExeter EX4 4EPUnited Kingdom,1,0,0
28,What is the location of BioPharma Credit PLC?,51 New North Road %09Exeter EX4 4EP %09United Kingdom,1,0,0
28,What is the location of Akin Gump Strauss Hauer %26 Feld LLP?,"One Bryant Park %09New York, NY 10036-6745",1,0,0
28,What is the location of BIOPHARMA CREDIT INVESTMENTS V %28MASTER%29 LP?,"Cayman Corporate Centre, 27 Hospital Road,George Town, Grand Cayman KY1-9008",1,0,0
28,What is the location of Pepper Hamilton LLP?,"3000 Two Logan Square %09Philadelphia, PA 19103",1,0,0
28,What is the location of Pharmakon Advisors LP?,"110 East 59th Street, %233300 %09New York, NY 10022",1,0,0
28,What are the locations of AKIN GUMP STRAUSS HAUER %26 FELD LLP?,"One Bryant ParkNew York, NY 10036-6745, One Bryant ParkNew York, NY 10036-6745",1,0,1
28,What are the locations of PHARMAKON ADVISORS LP?,"110 East 59th Street, %233300New York, NY 10022, 110 East 59th Street, %233300New York, NY 10022",1,0,1
28,"What is the location of Collegium Pharmaceutical, Inc.?","100 Technology Center Drive, Suite 300 %09Stoughton, MA 02072",1,0,0
28,"Which company is associated with 100 Technology Center Drive, Suite 300 %09Stoughton, MA 02072?","Collegium Pharmaceutical, Inc.",1,0,0
28,"Which company is associated with 110 East 59th Street, %233300New York, NY 10022?",PHARMAKON ADVISORS LP,1,0,0
28,"Which company is associated with 110 East 59th Street, %233300 %09New York, NY 10022?",Pharmakon Advisors LP,1,0,0
28,"Which company is associated with 110 East 59th Street, %233300New York, NY 10022?",PHARMAKON ADVISORS LP,1,0,0
28,"Which company is associated with 3000 Two Logan Square %09Philadelphia, PA 19103?",Pepper Hamilton LLP,1,0,0
28,Which company is associated with 51 New North Road %09Exeter EX4 4EP %09United Kingdom?,BioPharma Credit PLC,1,0,0
28,Which company is associated with 51 New North RoadExeter EX4 4EPUnited Kingdom?,BIOPHARMA CREDIT PLC,1,0,0
28,"Which company is associated with Cayman Corporate Centre, 27 Hospital Road,George Town, Grand Cayman KY1-9008?",BIOPHARMA CREDIT INVESTMENTS V %28MASTER%29 LP,1,0,0
28,"Which company is associated with One Bryant ParkNew York, NY 10036-6745?",AKIN GUMP STRAUSS HAUER %26 FELD LLP,1,0,0
28,"Which company is associated with One Bryant Park %09New York, NY 10036-6745?",Akin Gump Strauss Hauer %26 Feld LLP,1,0,0
28,"Which company is associated with One Bryant ParkNew York, NY 10036-6745?",AKIN GUMP STRAUSS HAUER %26 FELD LLP,1,0,0
28,"What is the role of COLLEGIUM PHARMACEUTICAL, INC in the agreement?",Borrower,1,0,0
28,What is the role of COLLEGIUM PHARMACEUTICAL INC. in the agreement?,Borrower,1,0,0
