Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,sum_values,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
1436,66,what is the role in the agreement of the company where joseph d. hricovsky is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1437,66,what is the role in the agreement of the company where kristie li is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1438,66,what is the role in the agreement of the company where kathryn e. benjamin is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1680,9,"who is the associate of credit suisse ag, cayman islands branch",wei jen yuan,2,0,0.0,Wei-Jen Yuan,0,2,0.4,0.08333333333333333,0.2605556710562624,5
1681,9,"who is the vice president of citibank, n.a.",raymond g. dunning,2,0,0.0,Not found,0,2,0.0,0.7647058823529411,0.0,1
1682,9,who is the chief financial officer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
1683,9,who is the senior vice president of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
1684,9,who is the treasurer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
1685,9,who is the authorised signatory of the royal bank of scotland plc,brian d. williams,2,0,0.0,Brian D. Williams,0,2,1.0,0.0,1.0000000000000002,5
1686,9,"who is the executive director of jpmorgan chase bank, n.a.",peter predun,2,0,0.0,Not found,0,2,0.0,0.75,0.0,1
1687,9,"who is the chief financial officer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
1688,9,"who is the treasurer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
1689,9,what is the role in the agreement of the company where wei jen yuan is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1690,9,what is the role in the agreement of the company where raymond g. dunning is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1691,9,what is the role in the agreement of the company where mark e. newman is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
1692,9,what is the role in the agreement of the company where brian d. williams is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1693,9,what is the role in the agreement of the company where james disher is employed,lender,2,0,0.0,"ROYAL BANK OF CANADA, as a Lender",0,2,0.25,0.8125,0.3032160644503863,4
1694,9,what is the role in the agreement of the company where mark walton is employed,lender,2,0,0.0,Lender,0,2,1.0,0.0,1.0,5
1695,9,what is the role in the agreement of the company where denise r. cade is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
1696,9,what is the role in the agreement of the company where jonathan m. phillips is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
1697,9,what is the role in the agreement of the company where eric searls is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
1806,65,who is the svp of truist bank,frank mccormack,2,0,0.0,Not found,0,2,0.0,0.8666666666666667,0.0,1
1807,65,"who is the managing director of bank of america, n.a.",brian d. corum,2,0,0.0,Brian D. Corum,0,2,1.0,0.0,1.0000000000000002,5
1808,65,"who is the director of citizens bank, n.a.",sean mcwhinnie,2,0,0.0,Sean McWhinnie,0,2,1.0,0.0,1.0000000000000002,5
1809,65,who is the chief executive officer of mohegan tribal gaming authority,mario c. kontomerkos,2,0,0.0,Not found,0,2,0.0,0.8421052631578947,0.0,1
1810,65,what is the role in the agreement of the company where frank mccormack is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1811,65,what is the role in the agreement of the company where brian d. corum is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1812,65,what is the role in the agreement of the company where mario c. kontomerkos is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
1813,65,what is the role in the agreement of the company where yumi okabe is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1814,65,what is the role in the agreement of the company where philip tancorra is employed,lender,2,0,0.0,Revolving Lender,0,2,0.6666666666666666,0.625,0.5797386715376658,3
1815,65,what is the role in the agreement of the company where lise hinton is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1816,65,what is the role in the agreement of the company where matthew j. bradley is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1817,65,what is the role in the agreement of the company where whitney gaston is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
1818,65,what is the role in the agreement of the company where andrew griffin is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
2964,47,who is the vice president of barclays bank plc,samuel coward,2,0,0.0,Not found,0,2,0.0,0.7692307692307693,0.0,1
2965,47,"who is the vice president of pnc bank, national association",bremmer kneib,2,0,0.0,Not found,0,2,0.0,0.9230769230769231,0.0,1
2966,47,"who is the director of the bank of tokyo mitsubishi ufj, ltd.",brian mcnany,2,0,0.0,Not found,0,2,0.0,0.8333333333333334,0.0,1
2967,47,who is the chief financial officer and treasurer of united therapeutics corporation,james edgemond,2,0,0.0,James Edgemond,0,2,1.0,0.0,1.0000000000000002,5
2968,47,"who is the managing director of wells fargo bank, national association",kirk tesch,2,0,0.0,Not found,0,2,0.0,0.9,0.0,1
2969,47,what is the role in the agreement of the company where samuel coward is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
2970,47,what is the role in the agreement of the company where james edgemond is employed,borrower,2,0,0.0,BORROWER,0,2,1.0,0.0,1.0,5
3531,51,who is the treasurer of calpine corporation,zamir rauf,2,0,0.0,Not found,0,2,0.0,0.9,0.0,1
3532,51,"who is the vice president, finance of calpine corporation",zamir rauf,2,0,0.0,Not found,0,2,0.0,0.9,0.0,1
3533,51,"who is the vice president of morgan stanley senior funding, inc.",cody gunsch,2,0,0.0,Not found,0,2,0.0,0.7272727272727273,0.0,1
3534,51,"who is the vp of mufg union bank, n.a.",sonia flores,2,0,0.0,Sonia Flores,0,2,1.0,0.0,1.0000000000000002,5
3535,51,what is the role in the agreement of the company where zamir rauf is employed,borrower,2,0,0.0,Not found,0,2,0.0,0.7777777777777778,0.0,1
3536,51,what is the role in the agreement of the company where sonia flores is employed,agent,2,0,0.0,Not found,0,2,0.0,0.8888888888888888,0.0,1
3561,45,who is the chief financial officer of pinnacle bank,harold r. carpenter,2,0,0.0,Harold R. Carpenter,0,2,1.0,0.0,1.0000000000000002,5
3562,45,who is the client services representative of u.s. bank national association,cynthia m. olson,2,0,0.0,Not found,0,2,0.0,0.8,0.0,1
3563,45,who is the portfolio manager of u.s. bank national association,eric niedbalski,2,0,0.0,Not found,0,2,0.0,0.9333333333333333,0.0,1
3564,45,who is the senior vice president of u.s. bank national association,mark r. cousineau,2,0,0.0,Not found,0,2,0.0,0.75,0.0,1
3565,45,what is the role in the agreement of the company where harold r. carpenter is employed,borrower,2,0,0.0,Chief Financial Officer,0,2,0.0,0.8695652173913043,0.0,1
3566,45,what is the role in the agreement of the company where mark r. cousineau is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
3567,45,what is the role in the agreement of the company where eric niedbalski is employed,lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
3568,45,"what is the role in the agreement of the company where cynthia m. olson, is employed",lender,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
4460,25,"who is the president of hunt cmt equity, llc",michael larsen,2,0,0.0,Michael Larsen,0,2,1.0,0.0,1.0000000000000002,5
4461,25,"who is the svp of jefferies leveraged credit products, llc",william p. mcloughlin,2,0,0.0,William P. McLoughlin,0,2,1.0,0.0,1.0000000000000002,5
4462,25,what is the role in the agreement of the company where emily ergang pappas is employed,agent,2,0,0.0,Not found,0,2,0.0,0.8888888888888888,0.0,1
4463,25,what is the role in the agreement of the company where michael larsen is employed,guarantor,2,0,0.0,Not found,0,2,0.0,1.0,0.0,1
4464,25,what is the role in the agreement of the company where william p. mcloughlin is employed,lender,2,0,0.0,Initial Lender,0,2,0.6666666666666666,0.5714285714285714,0.5797386715376658,4
981,60,"who is the senior vice president and treasurer of leidos holdings, inc.",marc h. crown,2,1,,Not found,0,3,0.0,0.8333333333333334,0.0,1
982,60,who is the assistant vice president of the company where harry yergey is employed,caroline smith,3,0,,Not found,0,3,0.0,0.8571428571428571,0.0,1
983,60,who is the assistant vice president of the company where michael maguire is employed,caroline smith,3,0,,Not found,0,3,0.0,0.8571428571428571,0.0,1
984,60,who is the assistant vice president of the company where patrick hartweger is employed,caroline smith,3,0,,Not found,0,3,0.0,0.8571428571428571,0.0,1
991,60,"what role does bank of montreal have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Documentation Agents,0,3,0.0,0.75,0.0,1
992,60,"what role does bofa securities, inc. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Joint Lead Arrangers and Joint Bookrunners,0,3,0.33333333333333337,0.7380952380952381,0.2596979932401625,4
993,60,"what role does citibank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
994,60,"what role does jpmorgan chase bank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
995,60,"what role does mufg bank, ltd. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
996,60,"what role does u.s. bank national association have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
997,60,"what role does wells fargo securities llc have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1149,66,"who is the director and svp of bank of america, n.a.",ronnie glenn,2,1,,Not found,0,3,0.0,0.75,0.0,1
1150,66,"who is the cfo and treasurer of icu medical, inc.",brian m. bonnell,2,1,,Not found,0,3,0.0,0.7333333333333333,0.0,1
1151,66,"who is the cfo and treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,1,,Not found,0,3,0.0,0.7333333333333333,0.0,1
1161,66,who is the authorized signer of the company which is the revolver in the agreement,james riley,2,1,,Not found,0,3,0.0,0.9090909090909091,0.0,1
1167,66,"what role does bnp paribas securities corp. have in the agreement which is not the role of keybanc capital markets, inc.",agents,2,1,,joint lead arrangers and joint bookrunners for the Tranche B Term Facility,0,3,0.0,0.918918918918919,0.0,1
1168,66,"what role does bnp paribas securities corp. have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,Not found,0,3,0.0,1.0,0.0,1
1169,66,"what role does bank of the west have in the agreement which is not the role of keybanc capital markets, inc.",agents,2,1,,joint lead arrangers and joint bookrunners for the Tranche A Term Facility and the Revolving Facility,0,3,0.0,0.9405940594059405,0.0,1
1170,66,"what role does bank of the west have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,Not found,0,3,0.0,1.0,0.0,1
1171,66,"what role does barclays bank plc have in the agreement which is not the role of keybanc capital markets, inc.",agents,2,1,,joint lead arrangers and joint bookrunners for the Tranche B Term Facility,0,3,0.0,0.918918918918919,0.0,1
1172,66,"what role does barclays bank plc have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,Not found,0,3,0.0,1.0,0.0,1
1173,66,"what role does bofa securities, inc. have in the agreement which is not the role of keybanc capital markets, inc.",agents,2,1,,joint lead arrangers and joint bookrunners for the Tranche B Term Facility,0,3,0.0,0.918918918918919,0.0,1
1174,66,"what role does bofa securities, inc. have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,Not found,0,3,0.0,1.0,0.0,1
1175,66,"what role does citigroup global markets inc. have in the agreement which is not the role of keybanc capital markets, inc.",agents,2,1,,Citi shall determine to be appropriate to provide the services contemplated herein,0,3,0.0,0.9390243902439024,0.0,1
1176,66,"what role does citigroup global markets inc. have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,joint lead arrangers and joint bookrunners for the Tranche A Term Facility and the Revolving Facility,0,3,0.0,0.9405940594059405,0.0,1
1177,66,"what role does u.s. bank national association have in the agreement which is not the role of wells fargo securities, llc",agents,2,1,,Not found,0,3,0.0,1.0,0.0,1
1178,66,"what role does citibank n.a. have in the agreement which is not the role of mufg bank, ltd.",revolver,2,1,,Not found,0,3,0.0,1.0,0.0,1
1179,66,"what role does citibank n.a. have in the agreement which is not the role of wells fargo bank, national association",revolver,2,1,,Not found,0,3,0.0,1.0,0.0,1
1213,9,who is the chief financial officer and senior vice president of middletown cogeneration company llc,mark e. newman,2,1,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1214,9,who is the chief financial officer and treasurer of middletown cogeneration company llc,mark e. newman,2,1,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1215,9,who is the senior vice president and treasurer of middletown cogeneration company llc,mark e. newman,2,1,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1217,9,"who is the chief financial officer and treasurer of suncoke energy partners, l.p.",mark e. newman,2,1,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1219,9,"who is the treasurer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1220,9,"who is the chief financial officer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1221,9,"who is the treasurer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1222,9,"who is the chief financial officer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1223,9,who is the executive director of the company where ido yehuda is employed,peter predun,3,0,,Not found,0,3,0.0,0.75,0.0,1
1224,9,who is the chief financial officer of the company where eric searls is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1225,9,who is the treasurer of the company where eric searls is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1226,9,who is the chief financial officer of the company where denise r. cade is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1227,9,who is the treasurer of the company where denise r. cade is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1228,9,who is the chief financial officer of the company where jonathan m. phillips is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1229,9,who is the treasurer of the company where jonathan m. phillips is employed,mark e. newman,3,0,,Not found,0,3,0.0,0.9230769230769231,0.0,1
1239,9,what role does barclays bank plc have in the agreement which is not the role of barclays bank plc,arrangers,2,1,,Syndication Agent,0,3,0.0,0.7647058823529411,0.0,1
1240,9,"what role does barclays bank plc have in the agreement which is not the role of jpmorgan chase bank, n.a.",arrangers,2,1,,Syndication Agent,0,3,0.0,0.7647058823529411,0.0,1
1252,65,who is the chief executive officer of the company which is the borrower in the agreement,mario c. kontomerkos,2,1,,Not found,0,3,0.0,0.8421052631578947,0.0,1
1561,47,"who is the chief financial officer and treasurer of the company associated with 1040 spring streetsilver spring, maryland 20910",james edgemond,3,0,,Not found,0,3,0.0,0.7857142857142857,0.0,1
1562,47,"who is the chief financial officer and treasurer of the company associated with 1735 connecticut avenue, n.w.washington, district of columbia 20009",james edgemond,3,0,,Not found,0,3,0.0,0.7857142857142857,0.0,1
1563,47,"who is the managing director of the company associated with 301 south college street, 14th floorcharlotte, nc 28202",kirk tesch,3,0,,Not found,0,3,0.0,0.9,0.0,1
1564,47,"who is the managing director of the company associated with mac d1109 0191525 west w.t. harris blvd.charlotte, nc 28262",kirk tesch,3,0,,Not found,0,3,0.0,0.9,0.0,1
1569,47,who is the chief financial officer and treasurer of the company which is the borrower in the agreement,james edgemond,2,1,,Not found,0,3,0.0,0.7857142857142857,0.0,1
1570,47,"who is the managing director of the company which is the administrative agent, in the agreement",kirk tesch,2,1,,Not found,0,3,0.0,0.9,0.0,1
1572,47,"what role does merrill lynch, pierce, fenner smith incorporated, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,,Not found,0,3,0.0,0.8571428571428571,0.0,1
1573,47,"what role does merrill lynch, pierce, fenner smith incorporated, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1574,47,"what role does pnc capital markets llc, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,,Joint Lead Arrangers and Joint Bookrunners,0,3,0.5714285714285715,0.6666666666666666,0.379978361591008,3
1575,47,"what role does pnc capital markets llc, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1576,47,"what role does wells fargo securities, llc, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,,Not found,0,3,0.0,0.8571428571428571,0.0,1
1577,47,"what role does wells fargo securities, llc, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1578,47,"what role does pnc bank, national association have in the agreement which is not the role of wells fargo bank, national association",co syndication agents,2,1,,Not found,0,3,0.0,0.8095238095238095,0.0,1
1579,47,"what role does the bank of tokyo mitsubishi ufj, ltd. have in the agreement which is not the role of bank of america, n.a.",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1580,47,"what role does the bank of tokyo mitsubishi ufj, ltd. have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,,Not found,0,3,0.0,0.8181818181818182,0.0,1
1581,47,"what role does bank of america, n.a. have in the agreement which is not the role of wells fargo bank, national association",co syndication agents,2,1,,Not found,0,3,0.0,0.8095238095238095,0.0,1
1582,47,"what role does wells fargo bank, national association have in the agreement which is not the role of deutsche bank ag new york branch",administrative agent,2,1,,"Wells Fargo Bank, National Association, as Administrative Agent and Swingline Lender.",0,3,0.3076923076923077,0.7560975609756098,0.31799766166594773,3
1756,51,"who is the treasurer and vice president, finance of calpine corporation",zamir rauf,2,1,,Not found,0,3,0.0,0.9,0.0,1
1757,51,"who is the vice president of the company associated with 1585 broadway new york, ny 10036",cody gunsch,3,0,,Not found,0,3,0.0,0.7272727272727273,0.0,1
1758,51,"who is the vice president, finance of the company associated with 717 texas avenue suite 1000 houston, tx 77002",zamir rauf,3,0,,Not found,0,3,0.0,0.9,0.0,1
1759,51,"who is the treasurer of the company associated with 717 texas avenue suite 1000 houston, tx 77002",zamir rauf,3,0,,Not found,0,3,0.0,0.9,0.0,1
1760,51,"who is the vp of the company associated with global trust services 350 california st., 11th floor san francisco, ca 94014",sonia flores,3,0,,Sonia Flores,0,3,1.0,0.0,1.0000000000000002,5
1767,51,who is the vice president of the company which is the lender in the agreement,cody gunsch,2,1,,Not found,0,3,0.0,0.7272727272727273,0.0,1
1780,45,"who is the chief financial officer of the company associated with 150 third avenue southnashville, tennessee 37201",harold r. carpenter,3,0,,Harold R. Carpenter,0,3,1.0,0.0,1.0000000000000002,5
1781,45,"who is the client services representative of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",cynthia m. olson,3,0,,Not found,0,3,0.0,0.8,0.0,1
1782,45,"who is the portfolio manager of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",eric niedbalski,3,0,,Not found,0,3,0.0,0.9333333333333333,0.0,1
1783,45,"who is the senior vice president of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",mark r. cousineau,3,0,,Not found,0,3,0.0,0.75,0.0,1
1784,45,"who is the client services representative of the company associated with one u.s. bank plazast. louis, missouri 63101",cynthia m. olson,3,0,,Cynthia M. Olson,0,3,1.0,0.0,1.0000000000000002,5
1785,45,"who is the portfolio manager of the company associated with one u.s. bank plazast. louis, missouri 63101",eric niedbalski,3,0,,Eric Niedbalski,0,3,1.0,0.0,1.0000000000000002,5
1786,45,"who is the senior vice president of the company associated with one u.s. bank plazast. louis, missouri 63101",mark r. cousineau,3,0,,Not found,0,3,0.0,0.75,0.0,1
1787,45,who is the client services representative of the company where mark r. cousineau is employed,cynthia m. olson,3,0,,Not found,0,3,0.0,0.8,0.0,1
1788,45,who is the portfolio manager of the company where mark r. cousineau is employed,eric niedbalski,3,0,,Not found,0,3,0.0,0.9333333333333333,0.0,1
1789,45,who is the client services representative of the company where eric niedbalski is employed,cynthia m. olson,3,0,,Not found,0,3,0.0,0.8,0.0,1
1790,45,who is the senior vice president of the company where eric niedbalski is employed,mark r. cousineau,3,0,,Not found,0,3,0.0,0.75,0.0,1
1791,45,"who is the portfolio manager of the company where cynthia m. olson, is employed",eric niedbalski,3,0,,Not found,0,3,0.0,0.9333333333333333,0.0,1
1792,45,"who is the senior vice president of the company where cynthia m. olson, is employed",mark r. cousineau,3,0,,Not found,0,3,0.0,0.75,0.0,1
1793,45,who is the chief financial officer of the company which is the borrower in the agreement,harold r. carpenter,2,1,,Not found,0,3,0.0,0.8333333333333334,0.0,1
2532,60,"what roles do both bank of montreal and bofa securities, inc. have in the agreement","arranger, bookrunner, book manager",1,1,,"BANK OF MONTREAL: Documentation Agents, Joint Lead Arrangers and Joint Bookrunners
BOFA SECURITIES, INC.: Joint Lead Arrangers and Joint Bookrunners",1,3,0.0,0.8,0.0,1
2533,60,"what roles do both bank of montreal and citibank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,"BANK OF MONTREAL: Documentation Agents, Joint Lead Arrangers and Joint Bookrunners
CITIBANK, N.A.: Administrative Agent, Joint Lead Arrangers and Joint Bookrunners",1,3,0.0,0.810126582278481,0.0,3
2536,60,"what roles do both bank of montreal and jpmorgan chase bank, n.a. have in the agreement","arranger, bookrunner, book manager",1,1,,Not found,1,3,0.0,0.84375,0.0,1
2537,60,"what roles do both bank of montreal and mufg bank, ltd. have in the agreement","arranger, bookrunner, book manager",1,1,,"BANK OF MONTREAL: Documentation Agent, Joint Lead Arranger and Joint Bookrunner
MUFG BANK, LTD.: Syndication Agent, Joint Lead Arranger and Joint Bookrunner",1,3,0.23529411764705882,0.8092105263157895,0.17991792975567658,1
2539,60,what roles do both bank of montreal and pnc capital markets llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,,"BANK OF MONTREAL: Documentation Agents, Joint Lead Arrangers and Joint Bookrunners
PNC CAPITAL MARKETS LLC: Joint Lead Arrangers and Joint Bookrunners",1,3,0.10526315789473682,0.785234899328859,0.07635037718028538,1
2541,60,what roles do both bank of montreal and u.s. bank national association have in the agreement,"agent, arranger, bookrunner, book manager",1,1,,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",1,3,0.0,0.5396825396825397,0.0,3
2543,60,what roles do both bank of montreal and wells fargo securities llc have in the agreement,"arranger, bookrunner, book manager",1,1,,"BANK OF MONTREAL: Documentation Agents, Joint Lead Arrangers and Joint Bookrunners
WELLS FARGO SECURITIES, LLC: Joint Lead Arrangers and Joint Bookrunners",1,3,0.0,0.8157894736842105,0.0,1
