question,answer
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not ceftriaxone?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not azithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not ciprofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by aminoglycoside but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not rifampin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not levofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not trimethoprim?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not metronidazole?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not moxifloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not vancomycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not gentamicin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not ceftriaxone?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not doxycycline?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not fidaxomicin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not aminoglycoside?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not azithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not ciprofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by clarithromycin but not erythromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not ceftriaxone?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not doxycycline?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not aminoglycoside?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not ciprofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by azithromycin but not erythromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not ceftriaxone?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ciprofloxacin but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not ceftriaxone?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not aminoglycoside?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not azithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by erythromycin but not ciprofloxacin?,"body louse,cat flea"
