question,answer
What pathogens cause a disease which is treated by ciprofloxacin and levofloxacin?,"campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and trimethoprim?,"campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and moxifloxacin?,"campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and ceftriaxone?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and doxycycline?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and aminoglycoside?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and azithromycin?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by ciprofloxacin and erythromycin?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by erythromycin and ceftriaxone?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by erythromycin and doxycycline?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by erythromycin and aminoglycoside?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by erythromycin and azithromycin?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
What pathogens cause a disease which is treated by erythromycin and ciprofloxacin?,"bartonella,campylobacter,escherichia coli,salmonella,shigella"
