question,answer
What diseases are treated by levofloxacin and clarithromycin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and doxycycline?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and ceftriaxone?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and vancomycin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and rifampin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and trimethoprim?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and metronidazole?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and aminoglycoside?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and ciprofloxacin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and erythromycin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and azithromycin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and gentamicin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by levofloxacin and fidaxomicin?,"campylobacteriosis,gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and moxifloxacin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and clarithromycin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and doxycycline?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and ceftriaxone?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and levofloxacin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and vancomycin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and rifampin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and metronidazole?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and aminoglycoside?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and ciprofloxacin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and erythromycin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and azithromycin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and gentamicin?,"gastroenteritis,shigellosis"
What diseases are treated by trimethoprim and fidaxomicin?,"gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and moxifloxacin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and clarithromycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and doxycycline?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and ceftriaxone?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and levofloxacin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and vancomycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and rifampin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and trimethoprim?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and metronidazole?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and aminoglycoside?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and erythromycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and azithromycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and gentamicin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by ciprofloxacin and fidaxomicin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,shigellosis"
What diseases are treated by erythromycin and moxifloxacin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and clarithromycin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and doxycycline?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and ceftriaxone?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and levofloxacin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and vancomycin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and rifampin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and trimethoprim?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and metronidazole?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and aminoglycoside?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and ciprofloxacin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and azithromycin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and gentamicin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by erythromycin and fidaxomicin?,"bacillary angiomatosis,bacteremia,cat scratch disease,osteomyelitis,peliosis hepatis"
What diseases are treated by azithromycin and moxifloxacin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and clarithromycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and doxycycline?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and ceftriaxone?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and levofloxacin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and vancomycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and rifampin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and trimethoprim?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and metronidazole?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and aminoglycoside?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and ciprofloxacin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and erythromycin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and gentamicin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
What diseases are treated by azithromycin and fidaxomicin?,"bacteremia,campylobacteriosis,diarrheal disease,gastroenteritis,retinitis,shigellosis"
