Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
1781,45,"who is the client services representative of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",cynthia m. olson,3,0,0,Cynthia M. Olson
1782,45,"who is the portfolio manager of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",eric niedbalski,3,0,0,Eric Niedbalski
1783,45,"who is the senior vice president of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",mark r. cousineau,3,0,0,Not found
1784,45,"who is the client services representative of the company associated with one u.s. bank plazast. louis, missouri 63101",cynthia m. olson,3,0,0,Cynthia M. Olson
1785,45,"who is the portfolio manager of the company associated with one u.s. bank plazast. louis, missouri 63101",eric niedbalski,3,0,0,Eric Niedbalski
1786,45,"who is the senior vice president of the company associated with one u.s. bank plazast. louis, missouri 63101",mark r. cousineau,3,0,0,Mark R. Cousineau
1787,45,who is the client services representative of the company where mark r. cousineau is employed,cynthia m. olson,3,0,0,Cynthia M. Olson
1788,45,who is the portfolio manager of the company where mark r. cousineau is employed,eric niedbalski,3,0,0,Eric Niedbalski
1789,45,who is the client services representative of the company where eric niedbalski is employed,cynthia m. olson,3,0,0,Cynthia M. Olson
1790,45,who is the senior vice president of the company where eric niedbalski is employed,mark r. cousineau,3,0,0,Mark R. Cousineau
1791,45,"who is the portfolio manager of the company where cynthia m. olson, is employed",eric niedbalski,3,0,0,Eric Niedbalski
1792,45,"who is the senior vice president of the company where cynthia m. olson, is employed",mark r. cousineau,3,0,0,Mark R. Cousineau
1793,45,who is the chief financial officer of the company which is the borrower in the agreement,harold r. carpenter,3,0,0,Harold R. Carpenter
1794,45,who is the client services representative of the company which is the lender in the agreement,cynthia m. olson,3,0,0,Cynthia M. Olson
1795,45,who is the portfolio manager of the company which is the lender in the agreement,eric niedbalski,3,0,0,Eric Niedbalski
1796,45,who is the senior vice president of the company which is the lender in the agreement,mark r. cousineau,3,0,0,Mark R. Cousineau
2520,60,"what roles do both bank of america, n.a. and bank of montreal have in the agreement",documentation agent,1,1,1,Documentation Agents
2521,60,"what roles do both bank of america, n.a. and fifth third bank, national association have in the agreement",documentation agent,1,1,1,"Bank of America, N.A. is a Documentation Agent and Fifth Third Bank, National Association is a Senior Managing Agent."
2522,60,"what roles do both bank of america, n.a. and goldman sachs bank usa have in the agreement",documentation agent,1,1,1,"Bank of America, N.A. is a Documentation Agent and Goldman Sachs Bank USA is a Senior Managing Agent."
2523,60,"what roles do both bank of america, n.a. and pnc bank, national association have in the agreement",documentation agent,1,1,1,Documentation Agents
2524,60,"what roles do both bank of america, n.a. and td bank, n.a. have in the agreement",documentation agent,1,1,1,"Bank of America, N.A. is a Documentation Agent and TD Bank, N.A. is a Senior Managing Agent."
2525,60,"what roles do both bank of america, n.a. and u.s. bank national association have in the agreement",documentation agent,1,1,1,Documentation Agents
2526,60,"what roles do both bank of america, n.a. and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,Documentation Agents
2527,60,"what roles do both bank of america, n.a. and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,Documentation Agents and as Joint Lead Arrangers and Joint Bookrunners
2528,60,"what roles do both bank of america, n.a. and regions bank have in the agreement",documentation agent,1,1,1,"Bank of America, N.A. is a Documentation Agent and Regions Bank is a Senior Managing Agent."
2529,60,"what roles do both bank of america, n.a. and mizuho bank, ltd. have in the agreement",documentation agent,1,1,1,Documentation Agents and Joint Lead Arrangers and Joint Bookrunners
2530,60,"what roles do both bank of america, n.a. and the bank of nova scotia have in the agreement",documentation agent,1,1,1,Documentation Agents
2531,60,"what roles do both bank of america, n.a. and capital one, national association have in the agreement",documentation agent,1,1,1,Documentation Agents and Joint Lead Arrangers and Joint Bookrunners
2532,60,"what roles do both bank of montreal and bofa securities, inc. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Joint Lead Arrangers and Joint Bookrunners
2533,60,"what roles do both bank of montreal and citibank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A., as Administrative Agent and BANK OF MONTREAL as Syndication Agent, Documentation Agents, Joint Lead Arrangers and Joint Bookrunners."
2534,60,"what roles do both bank of montreal and fifth third bank, national association have in the agreement",documentation agent,1,1,1,"Bank of Montreal is a Syndication Agent and Documentation Agent. Fifth Third Bank, National Association is a Senior Managing Agent."
2535,60,what roles do both bank of montreal and goldman sachs bank usa have in the agreement,documentation agent,1,1,1,"Bank of Montreal is a Documentation Agent, and Goldman Sachs Bank USA is a Senior Managing Agent."
2536,60,"what roles do both bank of montreal and jpmorgan chase bank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2537,60,"what roles do both bank of montreal and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"MUFG BANK, LTD., as Syndication Agent CITIBANK, N.A., MUFG BANK, LTD.,BOFA SECURITIES, INC.,BANK OF MONTREAL,THE BANK OF NOVA SCOTIA,CAPITAL ONE, NATIONAL ASSOCIATION,JPMORGAN CHASE BANK, N.A.,MIZUHO BANK, LTD.,PNC CAPITAL MARKETS LLC,U.S. BANK NATIONAL ASSOCIATIONandWELLS FARGO SECURITIES, LLC,as Joint Lead Arrangers and Joint BookrunnersBANK OF AMERICA, N.A.,BANK OF MONTREAL,THE BANK OF NOVA SCOTIA,CAPITAL ONE, NATIONAL ASSOCIATION,JPMORGAN CHASE BANK, N.A.,MIZUHO BANK, LTD.,PNC BANK, NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATIONandWELLS FARGO BANK, NATIONAL ASSOCIATION,as Documentation Agents"
2538,60,"what roles do both bank of montreal and pnc bank, national association have in the agreement",documentation agent,1,1,1,"Bank of Montreal, as Documentation Agents and PNC Bank, National Association, as Documentation Agents"
2539,60,what roles do both bank of montreal and pnc capital markets llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,as Joint Lead Arrangers and Joint Bookrunners
2540,60,"what roles do both bank of montreal and td bank, n.a. have in the agreement",documentation agent,1,1,1,"Bank of Montreal is a Syndication Agent and Documentation Agent. TD Bank, N.A. is a Senior Managing Agent."
2541,60,what roles do both bank of montreal and u.s. bank national association have in the agreement,"bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Bank of Montreal, as Documentation Agent, and U.S. Bank National Association, as Documentation Agent and Joint Lead Arrangers and Joint Bookrunners."
2542,60,"what roles do both bank of montreal and wells fargo bank, national association have in the agreement",documentation agent,1,1,1,"Bank of Montreal is a Syndication Agent and Documentation Agent. Wells Fargo Bank, National Association is a Documentation Agent."
2543,60,what roles do both bank of montreal and wells fargo securities llc have in the agreement,"bookrunner, book manager, lead arranger",1,1,1,Joint Lead Arrangers and Joint Bookrunners and Documentation Agents
2544,60,"what roles do both bank of montreal and jpmorgan chase bank, n.a have in the agreement",documentation agent,1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2545,60,what roles do both bank of montreal and regions bank have in the agreement,documentation agent,1,1,1,"Bank of Montreal is a Documentation Agent, and Regions Bank is a Senior Managing Agent."
2546,60,"what roles do both bank of montreal and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner, documentation agent",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2547,60,what roles do both bank of montreal and the bank of nova scotia have in the agreement,"bookrunner, book manager, lead arranger, documentation agent",1,1,1,"as Joint Lead Arrangers and Joint Bookrunners, and as Documentation Agents"
2548,60,"what roles do both bank of montreal and capital one, national association have in the agreement","bookrunner, book manager, lead arranger, documentation agent",1,1,1,"Syndication Agent, Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2549,60,"what roles do both bofa securities, inc. and citibank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A., as Administrative Agent and Joint Lead Arrangers and Joint Bookrunners; BOFA SECURITIES, INC., as Joint Lead Arrangers and Joint Bookrunners"
2550,60,"what roles do both bofa securities, inc. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"MUFG BANK, LTD., as Syndication Agent CITIBANK, N.A., MUFG BANK, LTD.,BOFA SECURITIES, INC., as Joint Lead Arrangers and Joint Bookrunners"
2551,60,"what roles do both bofa securities, inc. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,joint lead arrangers and joint bookrunners
2552,60,"what roles do both bofa securities, inc. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Joint Lead Arrangers and Joint Bookrunners and Documentation Agents
2553,60,"what roles do both bofa securities, inc. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,Joint Lead Arrangers and Joint Bookrunners
2554,60,"what roles do both bofa securities, inc. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,joint lead arrangers and joint bookrunners and as Documentation Agents
2555,60,"what roles do both bofa securities, inc. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2556,60,"what roles do both bofa securities, inc. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
2557,60,"what roles do both citibank, n.a. and jpmorgan chase bank, n.a. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. JPMORGAN CHASE BANK, N.A. is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent."
2558,60,"what roles do both citibank, n.a. and mufg bank, ltd. have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A., as Administrative Agent and MUFG BANK, LTD., as Syndication Agent"
2559,60,"what roles do both citibank, n.a. and pnc capital markets llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"Citibank, N.A. is the Administrative Agent and Joint Lead Arranger and Joint Bookrunner, while PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner."
2560,60,"what roles do both citibank, n.a. and u.s. bank national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. U.S. BANK NATIONAL ASSOCIATION is a Joint Lead Arranger, Joint Bookrunner, and Documentation Agent."
2561,60,"what roles do both citibank, n.a. and wells fargo securities llc have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A. is the Administrative Agent, and both CITIBANK, N.A. and WELLS FARGO SECURITIES, LLC are Joint Lead Arrangers and Joint Bookrunners."
2562,60,"what roles do both citibank, n.a. and mizuho bank, ltd. have in the agreement","lead arranger, lead bookrunner",1,1,1,"CITIBANK, N.A. is the Administrative Agent, and Mizuho Bank, Ltd. is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent."
2563,60,"what roles do both citibank, n.a. and the bank of nova scotia have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A. is the Administrative Agent, and The BANK OF NOVA SCOTIA is a Documentation Agent."
2564,60,"what roles do both citibank, n.a. and capital one, national association have in the agreement","bookrunner, book manager, lead arranger",1,1,1,"CITIBANK, N.A. is the Administrative Agent, and CAPITAL ONE, NATIONAL ASSOCIATION is a Documentation Agent and Joint Lead Arrangers and Joint Bookrunners."
2565,60,"what roles do both fifth third bank, national association and goldman sachs bank usa have in the agreement",documentation agent,1,1,1,Senior Managing Agents
2566,60,"what roles do both fifth third bank, national association and pnc bank, national association have in the agreement",documentation agent,1,1,1,"FIFTH THIRD BANK, NATIONAL ASSOCIATION,GOLDMAN SACHS BANK USA,REGIONS BANKSandTD BANK, N.A.,as Senior Managing Agents and PNC BANK, NATIONAL ASSOCIATION By:  /s/Eric H. Williams Name: Eric H. Williams Title: Senior Vice President"
2567,60,"what roles do both fifth third bank, national association and td bank, n.a. have in the agreement",documentation agent,1,1,1,Senior Managing Agents
