Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,sum_values
379,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"MUFG BANK, LTD. as Syndication Agent CITIBANK, N.A., MUFG BANK, LTD.,BOFA SECURITIES, INC.,BANK OF MONTREAL,THE BANK OF NOVA SCOTIA,CAPITAL ONE, NATIONAL ASSOCIATION,JPMORGAN CHASE BANK, N.A.,MIZUHO BANK, LTD.,PNC CAPITAL MARKETS LLC,U.S. BANK NATIONAL ASSOCIATIONandWELLS FARGO SECURITIES, LLC,as Joint Lead Arrangers and Joint BookrunnersBANK OF AMERICA, N.A.,BANK OF MONTREAL,THE BANK OF NOVA SCOTIA,CAPITAL ONE, NATIONAL ASSOCIATION,JPMORGAN CHASE BANK, N.A.,MIZUHO BANK, LTD.,PNC BANK, NATIONAL ASSOCIATION,U.S. BANK NATIONAL ASSOCIATIONandWELLS FARGO BANK, NATIONAL ASSOCIATION,as Documentation Agents",5
380,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,"MUFG BANK, LTD. is a Syndication Agent. Bank of Montreal is a Documentation Agent. TD Bank, N.A. is a Senior Managing Agent.",5
381,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,"MUFG Bank, Ltd. is a Syndication Agent and Joint Lead Arranger and Joint Bookrunner. Bank of Montreal is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent. Wells Fargo Bank, National Association is a Documentation Agent.",5
382,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,"MUFG Bank, Ltd. is a Syndication Agent, a role not held by JPMorgan Chase Bank, N.A. Both Bank of Montreal and MUFG Bank, Ltd. are Documentation Agents, a role also held by JPMorgan Chase Bank, N.A. Both Bank of Montreal and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners, roles also held by JPMorgan Chase Bank, N.A.",5
383,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by regions bank","bookrunner, book manager, lead arranger",1,3,1,"MUFG BANK, LTD. is a Syndication Agent, and BANK OF MONTREAL is a Documentation Agent. Regions Bank does not hold either of these roles. MUFG BANK, LTD. and BANK OF MONTREAL are also Joint Lead Arrangers and Joint Bookrunners. Regions Bank does not hold this role.",5
384,60,"what are the roles and subroles that bank of montreal and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"MUFG Bank, Ltd. is a Syndication Agent. Bank of Montreal is a Documentation Agent. Mizuho Bank, Ltd. is not either.",5
385,60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
386,60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
387,60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,"Syndication Agent, Documentation Agents / Joint Lead Arrangers and Joint Bookrunners",5
388,60,what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,"Bank of Montreal: Joint Lead Arrangers and Joint Bookrunners, Documentation Agents
PNC Capital Markets LLC: Joint Lead Arrangers and Joint Bookrunners",5
389,60,"what are the roles and subroles that bank of montreal and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
390,60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,"Bank of Montreal: Documentation Agent, Joint Lead Arranger and Joint Bookrunner
U.S. Bank National Association: Documentation Agent, Joint Lead Arranger and Joint Bookrunner
Wells Fargo Bank, National Association: Documentation Agent",5
391,60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,Documentation Agents,5
392,60,what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,"Bank of Montreal: Joint Lead Arrangers and Joint Bookrunners, Documentation Agents
U.S. Bank National Association: Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
393,60,"what are the roles and subroles that bank of montreal and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Bank of Montreal: Documentation Agent
U.S. Bank National Association: Documentation Agent
Mizuho Bank, Ltd.: Joint Lead Arrangers and Joint Bookrunners, Documentation Agents
Not found",5
394,60,"what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
395,60,what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,"Bank of Montreal and Wells Fargo Securities LLC share the roles of Joint Lead Arrangers and Joint Bookrunners, and Documentation Agents, which are not held by Regions Bank.",5
396,60,"what are the roles and subroles that bank of montreal and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
397,60,"what are the roles and subroles that bofa securities, inc. and citibank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"Citibank, N.A. is the Administrative Agent, MUFG BANK, LTD., as Syndication Agent, and Joint Lead Arrangers and Joint Bookrunners. BofA Securities, Inc. is Joint Lead Arrangers and Joint Bookrunners. PNC Capital Markets LLC is Joint Lead Arrangers and Joint Bookrunners. Therefore, Citibank, N.A. has the additional role of Administrative Agent and MUFG BANK, LTD., as Syndication Agent, which are not held by PNC Capital Markets LLC.",5
398,60,"what are the roles and subroles that bofa securities, inc. and citibank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Administrative Agent",5
399,60,"what are the roles and subroles that bofa securities, inc. and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"BofA Securities, Inc. and JPMorgan Chase Bank, N.A. are Joint Lead Arrangers and Joint Bookrunners, Documentation Agents, while PNC Capital Markets LLC is only Joint Lead Arranger and Joint Bookrunner.",5
400,60,"what are the roles and subroles that bofa securities, inc. and jpmorgan chase bank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,Documentation Agents,5
401,60,"what are the roles and subroles that bofa securities, inc. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"MUFG BANK, LTD., as Syndication Agent CITIBANK, N.A., MUFG BANK, LTD.,BOFA SECURITIES, INC.,BANK OF MONTREAL,THE BANK OF NOVA SCOTIA,CAPITAL ONE, NATIONAL ASSOCIATION,JPMORGAN CHASE BANK, N.A.,MIZUHO BANK, LTD.,PNC CAPITAL MARKETS LLC,U.S. BANK NATIONAL ASSOCIATIONandWELLS FARGO SECURITIES, LLC,as Joint Lead Arrangers and Joint Bookrunners",5
402,60,"what are the roles and subroles that bofa securities, inc. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,Syndication Agent and Joint Lead Arrangers and Joint Bookrunners,5
403,60,"what are the roles and subroles that bofa securities, inc. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,Not found,5
404,60,"what are the roles and subroles that bofa securities, inc. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
405,60,"what are the roles and subroles that bofa securities, inc. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
406,60,"what are the roles and subroles that citibank, n.a. and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. JPMorgan Chase Bank, N.A. is a Joint Lead Arranger, Joint Bookrunner and Documentation Agent. PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner. Therefore, Citibank, N.A. is the Administrative Agent and JPMorgan Chase Bank, N.A. is a Documentation Agent, roles not held by PNC Capital Markets LLC.",5
407,60,"what are the roles and subroles that citibank, n.a. and jpmorgan chase bank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Citibank, N.A. is Administrative Agent, while JPMorgan Chase Bank, N.A. is Documentation Agent. Mizuho Bank, Ltd. does not share these roles.",5
408,60,"what are the roles and subroles that citibank, n.a. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. MUFG Bank, Ltd. is the Syndication Agent, Joint Lead Arranger and Joint Bookrunner. PNC Capital Markets LLC is only a Joint Lead Arranger and Joint Bookrunner. Therefore, Citibank, N.A. is the Administrative Agent and MUFG Bank, Ltd. is the Syndication Agent, roles not held by PNC Capital Markets LLC.",5
409,60,"what are the roles and subroles that citibank, n.a. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Citibank, N.A. is the Administrative Agent and MUFG Bank, LTD. is the Syndication Agent. Mizuho Bank, Ltd. is not the Administrative Agent or Syndication Agent.",5
410,60,"what are the roles and subroles that citibank, n.a. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Citibank, N.A. is the Administrative Agent, while PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner. Mizuho Bank, Ltd. does not share these roles.",5
411,60,"what are the roles and subroles that citibank, n.a. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Citibank, N.A. is the Administrative Agent and Joint Lead Arranger and Joint Bookrunner, while U.S. Bank National Association is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent. Mizuho Bank, Ltd. is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent. Therefore, Citibank, N.A.'s role as Administrative Agent is not shared by Mizuho Bank, Ltd.",5
412,60,"what are the roles and subroles that citibank, n.a. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Citibank, N.A. is the Administrative Agent, while Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner. Mizuho Bank, Ltd. does not share these roles.",5
413,60,"what are the roles and subroles that jpmorgan chase bank, n.a. and mufg bank, ltd. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,"JPMORGAN CHASE BANK, N.A. and MUFG BANK, LTD. are Joint Lead Arrangers and Joint Bookrunners, Documentation Agents, and Syndication Agent, respectively, roles not held by PNC Capital Markets LLC.",5
414,60,"what are the roles and subroles that jpmorgan chase bank, n.a. and mufg bank, ltd. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"JPMorgan Chase Bank, N.A. and MUFG Bank, Ltd. are Joint Lead Arrangers and Joint Bookrunners, and Documentation Agents, which Mizuho Bank, Ltd. shares, but MUFG Bank, Ltd. is also the Syndication Agent, which JPMorgan Chase Bank, N.A. and Mizuho Bank, Ltd. do not share.",5
415,60,"what are the roles and subroles that jpmorgan chase bank, n.a. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"PNC Capital Markets LLC: Joint Lead Arrangers and Joint Bookrunners.
JPMorgan Chase Bank, N.A.: Documentation Agents.
Mizuho Bank, Ltd. shares the role of Joint Lead Arrangers and Joint Bookrunners.",5
416,60,"what are the roles and subroles that jpmorgan chase bank, n.a. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
417,60,"what are the roles and subroles that jpmorgan chase bank, n.a. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
418,60,"what are the roles and subroles that mufg bank, ltd. and pnc capital markets llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Syndication Agent, Joint Lead Arrangers and Joint Bookrunners",5
419,60,"what are the roles and subroles that mufg bank, ltd. and u.s. bank national association share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,Syndication Agent and Joint Lead Arrangers and Joint Bookrunners,5
420,60,"what are the roles and subroles that mufg bank, ltd. and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,Syndication Agent and Joint Lead Arrangers and Joint Bookrunners,5
421,60,"what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",5
422,60,what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by regions bank,"bookrunner, book manager, lead arranger",1,3,1,"U.S. Bank National Association is a Joint Lead Arranger and Joint Bookrunner and Documentation Agent, roles that Regions Bank does not share. Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner, roles that Regions Bank does not share.",5
423,60,"what are the roles and subroles that u.s. bank national association and wells fargo securities llc share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,"Documentation Agents, Joint Lead Arrangers and Joint Bookrunners",5
