Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
916,60,"what role do both citibank, n.a. and fifth third bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. Fifth Third Bank, National Association is the Senior Managing Agent."
917,60,"what role do both citibank, n.a. and goldman sachs bank usa have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. Goldman Sachs Bank USA is the Senior Managing Agent."
918,60,"what role do both citibank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. PNC Bank, National Association is the Documentation Agent."
919,60,"what role do both citibank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. TD Bank, N.A. is the Senior Managing Agent."
920,60,"what role do both citibank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. Wells Fargo Bank, National Association is the Documentation Agent."
921,60,"what role do both citibank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. JPMorgan Chase Bank, N.A. is the Documentation Agent."
922,60,"what role do both citibank, n.a. and regions bank have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent. Regions Bank is the Senior Managing Agent."
923,60,"what role do both fifth third bank, national association and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is the Senior Managing Agent. JPMorgan Chase Bank, N.A. is the Documentation Agent."
924,60,"what role do both fifth third bank, national association and mufg bank, ltd. have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is the Senior Managing Agent. MUFG Bank, Ltd. is the Syndication Agent."
925,60,"what role do both fifth third bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is the Senior Managing Agent. PNC Capital Markets LLC is the Joint Lead Arranger and Joint Bookrunner."
926,60,"what role do both fifth third bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is the Senior Managing Agent. Wells Fargo Securities, LLC is the Joint Lead Arranger and Joint Bookrunner."
927,60,"what role do both goldman sachs bank usa and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,"Goldman Sachs Bank USA is the Senior Managing Agent. JPMorgan Chase Bank, N.A. is the Documentation Agent."
928,60,"what role do both goldman sachs bank usa and mufg bank, ltd. have in the agreement",,1,1,0.0,"Goldman Sachs Bank USA is the Senior Managing Agent. MUFG Bank, Ltd. is the Syndication Agent."
929,60,what role do both goldman sachs bank usa and pnc capital markets llc have in the agreement,,1,1,0.0,Goldman Sachs Bank USA is the Senior Managing Agent. PNC Capital Markets LLC is the Joint Lead Arranger and Joint Bookrunner.
930,60,what role do both goldman sachs bank usa and wells fargo securities llc have in the agreement,,1,1,0.0,Goldman Sachs Bank USA is the Senior Managing Agent. Wells Fargo Securities LLC is the Joint Lead Arranger and Joint Bookrunner.
931,60,"what role do both jpmorgan chase bank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,"Both JPMorgan Chase Bank, N.A. and PNC Bank, National Association are Documentation Agents."
932,60,"what role do both jpmorgan chase bank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is the Documentation Agent. TD Bank, N.A. is the Senior Managing Agent."
933,60,"what role do both jpmorgan chase bank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,"Both JPMorgan Chase Bank, N.A. and Wells Fargo Bank, National Association are Documentation Agents."
934,60,"what role do both jpmorgan chase bank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is the Documentation Agent."
935,60,"what role do both jpmorgan chase bank, n.a. and regions bank have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is the Documentation Agent. Regions Bank is the Senior Managing Agent."
936,60,"what role do both mufg bank, ltd. and pnc bank, national association have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent, and PNC Bank, National Association is a Documentation Agent."
937,60,"what role do both mufg bank, ltd. and td bank, n.a. have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent, and TD Bank, N.A. is a Senior Managing Agent."
938,60,"what role do both mufg bank, ltd. and wells fargo bank, national association have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent and Wells Fargo Bank, National Association is a Documentation Agent."
939,60,"what role do both mufg bank, ltd. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent, and JPMorgan Chase Bank, N.A. is a Documentation Agent and Joint Lead Arranger."
940,60,"what role do both mufg bank, ltd. and regions bank have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent, and Regions Bank is a Senior Managing Agent."
941,60,"what role do both pnc bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"PNC Bank, National Association, is a Documentation Agent, and PNC Capital Markets LLC is a Joint Lead Arranger."
942,60,"what role do both pnc bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"PNC Bank, National Association is a Documentation Agent, and Wells Fargo Securities, LLC is a Joint Lead Arranger."
943,60,"what role do both pnc capital markets llc and td bank, n.a. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger, and TD Bank, N.A. is a Senior Managing Agent."
944,60,"what role do both pnc capital markets llc and wells fargo bank, national association have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger, and Wells Fargo Bank, National Association is a Documentation Agent."
945,60,"what role do both pnc capital markets llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"PNC Capital Markets LLC and JPMorgan Chase Bank, N.A. are both Joint Lead Arrangers."
946,60,what role do both pnc capital markets llc and regions bank have in the agreement,,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger, and Regions Bank is a Senior Managing Agent."
947,60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC and Mizuho Bank, Ltd. are both Joint Lead Arrangers."
948,60,"what role do both td bank, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,"TD Bank, N.A. is a Senior Managing Agent, and Wells Fargo Securities LLC is a Joint Lead Arranger."
949,60,"what role do both wells fargo bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"Wells Fargo Bank, National Association is a Documentation Agent, and Wells Fargo Securities LLC is a Joint Lead Arranger."
950,60,"what role do both wells fargo securities llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"Wells Fargo Securities LLC and JPMorgan Chase Bank, N.A. are both Joint Lead Arrangers."
951,60,what role do both wells fargo securities llc and regions bank have in the agreement,,1,1,0.0,"Wells Fargo Securities LLC is a Joint Lead Arranger, and Regions Bank is a Senior Managing Agent."
952,60,what company is both the documentation agent and the agent in the agreement,"n.a., bank of america",1,1,0.0,"Citibank, N.A."
953,60,what company is both the  bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
954,60,what company is both the  bookrunners and the bookrunners in the agreement,bank of montreal,1,1,0.0,Not found
955,60,what company is both the documentation agent and the agent in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A."
956,60,what company is both the lead bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
957,60,what company is both the  book manager and the book manager in the agreement,bank of montreal,1,1,0.0,Not found
958,60,what company is both the  book runner and the book runner in the agreement,bank of montreal,1,1,0.0,Not found
959,60,what company is both the  lead arranger and the lead arranger in the agreement,bank of montreal,1,1,0.0,Not found
960,60,what company is both the lead arranger and the arranger in the agreement,bank of montreal,1,1,0.0,Not found
961,60,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found
962,60,what company is both the lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found
963,60,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
964,60,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., citibank",1,1,0.0,Not found
965,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
966,60,what company is both the  book manager and the book manager in the agreement,"n.a., citibank",1,1,0.0,Not found
967,60,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
968,60,what company is both the lead arranger and the arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
969,60,what company is both the  book runner and the book runner in the agreement,"n.a., citibank",1,1,0.0,Not found
970,60,what company is both the documentation agent and the agent in the agreement,"fifth third bank, national association",1,1,0.0,"Citibank, N.A."
971,60,what company is both the documentation agent and the agent in the agreement,goldman sachs bank usa,1,1,0.0,"Citibank, N.A."
972,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
973,60,what company is both the lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
974,60,what company is both the  bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
975,60,what company is both the  bookrunners and the bookrunners in the agreement,"ltd., mufg bank",1,1,0.0,Not found
976,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
977,60,what company is both the  book manager and the book manager in the agreement,"ltd., mufg bank",1,1,0.0,Not found
978,60,what company is both the  lead arranger and the lead arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
979,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
980,60,what company is both the  book runner and the book runner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
981,60,what company is both the documentation agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,"Citibank, N.A."
982,60,what company is both the  bookrunner and the bookrunner in the agreement,pnc capital markets llc,1,1,0.0,Not found
983,60,what company is both the  bookrunners and the bookrunners in the agreement,pnc capital markets llc,1,1,0.0,Not found
984,60,what company is both the  book manager and the book manager in the agreement,pnc capital markets llc,1,1,0.0,Not found
985,60,what company is both the  lead arranger and the lead arranger in the agreement,pnc capital markets llc,1,1,0.0,Not found
986,60,what company is both the  book runner and the book runner in the agreement,pnc capital markets llc,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
987,60,what company is both the documentation agent and the agent in the agreement,"n.a., td bank",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
988,60,what company is both the  bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
989,60,what company is both the  bookrunners and the bookrunners in the agreement,u.s. bank national association,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
990,60,what company is both the documentation agent and the agent in the agreement,u.s. bank national association,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
991,60,what company is both the lead bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association and Wells Fargo Securities LLC"
992,60,what company is both the  book manager and the book manager in the agreement,u.s. bank national association,1,1,0.0,Not found
993,60,what company is both the  book runner and the book runner in the agreement,u.s. bank national association,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
994,60,what company is both the  lead arranger and the lead arranger in the agreement,u.s. bank national association,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
995,60,what company is both the lead arranger and the arranger in the agreement,u.s. bank national association,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
996,60,what company is both the documentation agent and the agent in the agreement,"wells fargo bank, national association",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
997,60,what company is both the lead bookrunner and the bookrunner in the agreement,wells fargo securities llc,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association and Wells Fargo Securities LLC"
998,60,what company is both the lead arranger and the arranger in the agreement,wells fargo securities llc,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
999,60,what company is both the documentation agent and the agent in the agreement,"n.a, jpmorgan chase bank",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
1000,60,what company is both the documentation agent and the agent in the agreement,regions bank,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
1001,60,what company is both the documentation agent and the agent in the agreement,"ltd., mizuho bank",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
1002,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mizuho bank",1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association and Wells Fargo Securities LLC"
1003,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mizuho bank",1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1004,60,what company is both the  bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1005,60,what company is both the  bookrunners and the bookrunners in the agreement,the bank of nova scotia,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1006,60,what company is both the documentation agent and the agent in the agreement,the bank of nova scotia,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
1007,60,what company is both the lead bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association and Wells Fargo Securities LLC"
1008,60,what company is both the  book manager and the book manager in the agreement,the bank of nova scotia,1,1,0.0,Not found
1009,60,what company is both the  book runner and the book runner in the agreement,the bank of nova scotia,1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1010,60,what company is both the  lead arranger and the lead arranger in the agreement,the bank of nova scotia,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1011,60,what company is both the lead arranger and the arranger in the agreement,the bank of nova scotia,1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1012,60,what company is both the  bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1013,60,what company is both the  bookrunners and the bookrunners in the agreement,"capital one, national association",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1014,60,what company is both the documentation agent and the agent in the agreement,"capital one, national association",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Bank, National Association, U.S. Bank National Association, Wells Fargo Bank, National Association"
1015,60,what company is both the lead bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association and Wells Fargo Securities LLC"
1016,60,what company is both the  book manager and the book manager in the agreement,"capital one, national association",1,1,0.0,Not found
1017,60,what company is both the  book runner and the book runner in the agreement,"capital one, national association",1,1,0.0,"Bank of America, N.A., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1018,60,what company is both the  lead arranger and the lead arranger in the agreement,"capital one, national association",1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1019,60,what company is both the lead arranger and the arranger in the agreement,"capital one, national association",1,1,0.0,"Citibank, N.A., MUFG Bank, Ltd., BofA Securities, Inc., Bank of Montreal, The Bank of Nova Scotia, Capital One, National Association, JPMorgan Chase Bank, N.A., Mizuho Bank, Ltd., PNC Capital Markets LLC, U.S. Bank National Association, Wells Fargo Securities LLC"
1020,60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0.0,Anthony Galea
1021,60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown
1022,60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown
1023,60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0.0,Stephanie Herndon
1024,60,who is the assistant vice president of bank of the west,caroline smith,2,0,0.0,Caroline Smith
1025,60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0.0,"Borrower, Holdings, Guarantor"
1026,60,"what is the role in the agreement of the company associated with bank of america, n.a.",agents,2,0,0.0,Documentation Agent
1027,60,"what is the role in the agreement of the company associated with fifth third bank, national association",agents,2,0,0.0,Senior Managing Agent
1028,60,what is the role in the agreement of the company associated with fitch ratings,agency,2,0,0.0,Rating Agency
1029,60,what is the role in the agreement of the company associated with goldman sachs bank usa,agents,2,0,0.0,Senior Managing Agent
1030,60,"what is the role in the agreement of the company associated with leidos, inc.",borrower,2,0,0.0,Borrower
1031,60,"what is the role in the agreement of the company associated with moody s investors service, inc.",agency,2,0,0.0,Rating Agency
1032,60,"what is the role in the agreement of the company associated with pnc bank, national association",agents,2,0,0.0,Documentation Agent
1033,60,what is the role in the agreement of the company associated with pnc capital markets llc,bookrunners,2,0,0.0,"Joint Lead Arranger, Joint Bookrunner"
1034,60,"what is the role in the agreement of the company associated with td bank, n.a.",agents,2,0,0.0,Senior Managing Agent
1035,60,"what is the role in the agreement of the company associated with wells fargo bank, national association",agents,2,0,0.0,"Documentation Agent, Lender"
1036,60,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agents,2,0,0.0,"JPMorgan Chase Bank, N.A. is listed as a Joint Lead Arranger, Joint Bookrunner, and a Documentation Agent."
