Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
908,60,"what role do both bank of america, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,Not found
909,60,"what role do both bofa securities, inc. and fifth third bank, national association have in the agreement",,1,1,0.0,"BOFA SECURITIES, INC. is a Joint Lead Arranger and Joint Bookrunner. FIFTH THIRD BANK, NATIONAL ASSOCIATION is a Senior Managing Agent."
910,60,"what role do both bofa securities, inc. and goldman sachs bank usa have in the agreement",,1,1,0.0,Not found
911,60,"what role do both bofa securities, inc. and pnc bank, national association have in the agreement",,1,1,0.0,"BOFA SECURITIES, INC. is a Joint Lead Arranger and Joint Bookrunner and PNC BANK, NATIONAL ASSOCIATION is a Documentation Agent."
912,60,"what role do both bofa securities, inc. and td bank, n.a. have in the agreement",,1,1,0.0,Not found
913,60,"what role do both bofa securities, inc. and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found
914,60,"what role do both bofa securities, inc. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
915,60,"what role do both bofa securities, inc. and regions bank have in the agreement",,1,1,0.0,Not found
916,60,"what role do both citibank, n.a. and fifth third bank, national association have in the agreement",,1,1,0.0,Not found
917,60,"what role do both citibank, n.a. and goldman sachs bank usa have in the agreement",,1,1,0.0,Not found
918,60,"what role do both citibank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,Not found
919,60,"what role do both citibank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,Not found
920,60,"what role do both citibank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found
921,60,"what role do both citibank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
922,60,"what role do both citibank, n.a. and regions bank have in the agreement",,1,1,0.0,Not found
923,60,"what role do both fifth third bank, national association and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,Not found
924,60,"what role do both fifth third bank, national association and mufg bank, ltd. have in the agreement",,1,1,0.0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION, as Senior Managing Agents
MUFG BANK, LTD., as Syndication Agent"
925,60,"what role do both fifth third bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION is a Senior Managing Agent, and PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner."
926,60,"what role do both fifth third bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,Not found
927,60,"what role do both goldman sachs bank usa and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,Not found
928,60,"what role do both goldman sachs bank usa and mufg bank, ltd. have in the agreement",,1,1,0.0,Not found
929,60,what role do both goldman sachs bank usa and pnc capital markets llc have in the agreement,,1,1,0.0,Not found
930,60,what role do both goldman sachs bank usa and wells fargo securities llc have in the agreement,,1,1,0.0,Not found
931,60,"what role do both jpmorgan chase bank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,Not found
932,60,"what role do both jpmorgan chase bank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,Not found
933,60,"what role do both jpmorgan chase bank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found
934,60,"what role do both jpmorgan chase bank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
935,60,"what role do both jpmorgan chase bank, n.a. and regions bank have in the agreement",,1,1,0.0,Not found
936,60,"what role do both mufg bank, ltd. and pnc bank, national association have in the agreement",,1,1,0.0,"MUFG BANK, LTD., as Syndication Agent
PNC BANK, NATIONAL ASSOCIATION, as Documentation Agents"
937,60,"what role do both mufg bank, ltd. and td bank, n.a. have in the agreement",,1,1,0.0,Not found
938,60,"what role do both mufg bank, ltd. and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found
939,60,"what role do both mufg bank, ltd. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
940,60,"what role do both mufg bank, ltd. and regions bank have in the agreement",,1,1,0.0,Not found
941,60,"what role do both pnc bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,Not found
942,60,"what role do both pnc bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,Not found
943,60,"what role do both pnc capital markets llc and td bank, n.a. have in the agreement",,1,1,0.0,Not found
944,60,"what role do both pnc capital markets llc and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found
945,60,"what role do both pnc capital markets llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
946,60,what role do both pnc capital markets llc and regions bank have in the agreement,,1,1,0.0,Not found
947,60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners
948,60,"what role do both td bank, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,Not found
949,60,"what role do both wells fargo bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,Not found
950,60,"what role do both wells fargo securities llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
951,60,what role do both wells fargo securities llc and regions bank have in the agreement,,1,1,0.0,Not found
952,60,what company is both the documentation agent and the agent in the agreement,"n.a., bank of america",1,1,0.0,Not found
953,60,what company is both the  bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
954,60,what company is both the  bookrunners and the bookrunners in the agreement,bank of montreal,1,1,0.0,Not found
955,60,what company is both the documentation agent and the agent in the agreement,bank of montreal,1,1,0.0,Not found
956,60,what company is both the lead bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
957,60,what company is both the  book manager and the book manager in the agreement,bank of montreal,1,1,0.0,Not found
958,60,what company is both the  book runner and the book runner in the agreement,bank of montreal,1,1,0.0,Not found
959,60,what company is both the  lead arranger and the lead arranger in the agreement,bank of montreal,1,1,0.0,Not found
960,60,what company is both the lead arranger and the arranger in the agreement,bank of montreal,1,1,0.0,Not found
961,60,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found
962,60,what company is both the lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found
963,60,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
964,60,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., citibank",1,1,0.0,Not found
965,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
966,60,what company is both the  book manager and the book manager in the agreement,"n.a., citibank",1,1,0.0,Not found
967,60,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
968,60,what company is both the lead arranger and the arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
969,60,what company is both the  book runner and the book runner in the agreement,"n.a., citibank",1,1,0.0,Not found
970,60,what company is both the documentation agent and the agent in the agreement,"fifth third bank, national association",1,1,0.0,Not found
971,60,what company is both the documentation agent and the agent in the agreement,goldman sachs bank usa,1,1,0.0,Not found
972,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
973,60,what company is both the lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
974,60,what company is both the  bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
975,60,what company is both the  bookrunners and the bookrunners in the agreement,"ltd., mufg bank",1,1,0.0,Not found
976,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
977,60,what company is both the  book manager and the book manager in the agreement,"ltd., mufg bank",1,1,0.0,Not found
978,60,what company is both the  lead arranger and the lead arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
979,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
980,60,what company is both the  book runner and the book runner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
981,60,what company is both the documentation agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,Not found
982,60,what company is both the  bookrunner and the bookrunner in the agreement,pnc capital markets llc,1,1,0.0,Not found
983,60,what company is both the  bookrunners and the bookrunners in the agreement,pnc capital markets llc,1,1,0.0,Not found
984,60,what company is both the  book manager and the book manager in the agreement,pnc capital markets llc,1,1,0.0,Not found
985,60,what company is both the  lead arranger and the lead arranger in the agreement,pnc capital markets llc,1,1,0.0,Not found
986,60,what company is both the  book runner and the book runner in the agreement,pnc capital markets llc,1,1,0.0,Not found
987,60,what company is both the documentation agent and the agent in the agreement,"n.a., td bank",1,1,0.0,Not found
988,60,what company is both the  bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found
989,60,what company is both the  bookrunners and the bookrunners in the agreement,u.s. bank national association,1,1,0.0,Not found
990,60,what company is both the documentation agent and the agent in the agreement,u.s. bank national association,1,1,0.0,Not found
991,60,what company is both the lead bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found
992,60,what company is both the  book manager and the book manager in the agreement,u.s. bank national association,1,1,0.0,Not found
993,60,what company is both the  book runner and the book runner in the agreement,u.s. bank national association,1,1,0.0,Not found
994,60,what company is both the  lead arranger and the lead arranger in the agreement,u.s. bank national association,1,1,0.0,Not found
995,60,what company is both the lead arranger and the arranger in the agreement,u.s. bank national association,1,1,0.0,Not found
996,60,what company is both the documentation agent and the agent in the agreement,"wells fargo bank, national association",1,1,0.0,Not found
997,60,what company is both the lead bookrunner and the bookrunner in the agreement,wells fargo securities llc,1,1,0.0,Not found
998,60,what company is both the lead arranger and the arranger in the agreement,wells fargo securities llc,1,1,0.0,Not found
999,60,what company is both the documentation agent and the agent in the agreement,"n.a, jpmorgan chase bank",1,1,0.0,Not found
1000,60,what company is both the documentation agent and the agent in the agreement,regions bank,1,1,0.0,Not found
1001,60,what company is both the documentation agent and the agent in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
1002,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
1003,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
1004,60,what company is both the  bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found
1005,60,what company is both the  bookrunners and the bookrunners in the agreement,the bank of nova scotia,1,1,0.0,Not found
1006,60,what company is both the documentation agent and the agent in the agreement,the bank of nova scotia,1,1,0.0,Not found
1007,60,what company is both the lead bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found
1008,60,what company is both the  book manager and the book manager in the agreement,the bank of nova scotia,1,1,0.0,Not found
1009,60,what company is both the  book runner and the book runner in the agreement,the bank of nova scotia,1,1,0.0,Not found
1010,60,what company is both the  lead arranger and the lead arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found
1011,60,what company is both the lead arranger and the arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found
1012,60,what company is both the  bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found
1013,60,what company is both the  bookrunners and the bookrunners in the agreement,"capital one, national association",1,1,0.0,Not found
1014,60,what company is both the documentation agent and the agent in the agreement,"capital one, national association",1,1,0.0,Not found
1015,60,what company is both the lead bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found
1016,60,what company is both the  book manager and the book manager in the agreement,"capital one, national association",1,1,0.0,Not found
1017,60,what company is both the  book runner and the book runner in the agreement,"capital one, national association",1,1,0.0,Not found
1018,60,what company is both the  lead arranger and the lead arranger in the agreement,"capital one, national association",1,1,0.0,Not found
1019,60,what company is both the lead arranger and the arranger in the agreement,"capital one, national association",1,1,0.0,Not found
1020,60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0.0,Not found
1021,60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0.0,Not found
1022,60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0.0,Not found
1023,60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0.0,Not found
1024,60,who is the assistant vice president of bank of the west,caroline smith,2,0,0.0,Not found
1025,60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0.0,Not found
1026,60,"what is the role in the agreement of the company associated with bank of america, n.a.",agents,2,0,0.0,Not found
1027,60,"what is the role in the agreement of the company associated with fifth third bank, national association",agents,2,0,0.0,Senior Managing Agents
1028,60,what is the role in the agreement of the company associated with fitch ratings,agency,2,0,0.0,"the Index Debt Ratings established or deemed to have been established by S&P, Moody’s and Fitch shall be changed"
1029,60,what is the role in the agreement of the company associated with goldman sachs bank usa,agents,2,0,0.0,Not found
1030,60,"what is the role in the agreement of the company associated with leidos, inc.",borrower,2,0,0.0,Not found
1031,60,"what is the role in the agreement of the company associated with moody s investors service, inc.",agency,2,0,0.0,Not found
1032,60,"what is the role in the agreement of the company associated with pnc bank, national association",agents,2,0,0.0,Not found
1033,60,what is the role in the agreement of the company associated with pnc capital markets llc,bookrunners,2,0,0.0,Not found
1034,60,"what is the role in the agreement of the company associated with td bank, n.a.",agents,2,0,0.0,Not found
1035,60,"what is the role in the agreement of the company associated with wells fargo bank, national association",agents,2,0,0.0,Not found
1036,60,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agents,2,0,0.0,Not found
1037,60,"what is the role in the agreement of the company associated with leidos holdings, inc.",holdings,2,0,0.0,Not found
1038,60,what is the role in the agreement of the company associated with regions bank,agents,2,0,0.0,Not found
1371,66,what position does ben snodgrass hold,vice president,1,0,,Not found
1372,66,what position does bret douglas hold,senior vice president,1,0,,Not found
1373,66,what position does cecile segovia hold,director,1,0,,Not found
1374,66,what position does darin mullis hold,managing director,1,0,,Not found
1375,66,what position does erik barragan hold,authorized officer,1,0,,Not found
1376,66,what position does erin robinson hold,managing director,1,0,,Not found
1377,66,what position does james riley hold,authorized signer,1,0,,Not found
1378,66,what position does joseph d. hricovsky hold,senior vice president,1,0,,Not found
1379,66,what position does karen m. dahlquist hold,duly authorized signatory,1,0,,Not found
1380,66,what position does kathryn e. benjamin hold,senior vice president,1,0,,Not found
1381,66,what position does kevin wood hold,director,1,0,,Not found
1382,66,what position does kristie li hold,senior vice president,1,0,,Not found
1383,66,what position does tanille ingle hold,vice president,1,0,,Not found
1384,66,what position does tom priedeman hold,senior vice president,1,0,,Not found
1385,66,what company is both the  bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1386,66,what company is both the  bookrunners and the bookrunners in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1387,66,what company is both the lead bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1388,66,what company is both the  book manager and the book manager in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1389,66,what company is both the  lead arranger and the lead arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1390,66,what company is both the lead arranger and the arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1391,66,what company is both the  book runner and the book runner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1392,66,what company is both the  bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found
1393,66,what company is both the  bookrunners and the bookrunners in the agreement,bank of the west,1,1,0.0,Not found
1394,66,what company is both the lead bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found
1395,66,what company is both the  book manager and the book manager in the agreement,bank of the west,1,1,0.0,Not found
1396,66,what company is both the  lead arranger and the lead arranger in the agreement,bank of the west,1,1,0.0,Not found
1397,66,what company is both the lead arranger and the arranger in the agreement,bank of the west,1,1,0.0,Not found
1398,66,what company is both the  book runner and the book runner in the agreement,bank of the west,1,1,0.0,Not found
1399,66,what company is both the  bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,Not found
1400,66,what company is both the  bookrunners and the bookrunners in the agreement,barclays bank plc,1,1,0.0,Not found
1401,66,what company is both the lead bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,Not found
1402,66,what company is both the  book manager and the book manager in the agreement,barclays bank plc,1,1,0.0,Not found
1403,66,what company is both the  lead arranger and the lead arranger in the agreement,barclays bank plc,1,1,0.0,Not found
1404,66,what company is both the lead arranger and the arranger in the agreement,barclays bank plc,1,1,0.0,Not found
1405,66,what company is both the  book runner and the book runner in the agreement,barclays bank plc,1,1,0.0,Not found
1406,66,what company is both the  bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1407,66,what company is both the  bookrunners and the bookrunners in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1408,66,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1409,66,what company is both the  book manager and the book manager in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1410,66,what company is both the  lead arranger and the lead arranger in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1411,66,what company is both the lead arranger and the arranger in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1412,66,what company is both the  book runner and the book runner in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1413,66,what company is both the  bookrunner and the bookrunner in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1414,66,what company is both the  bookrunners and the bookrunners in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1415,66,what company is both the lead bookrunner and the bookrunner in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1416,66,what company is both the  book manager and the book manager in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1417,66,what company is both the  lead arranger and the lead arranger in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1418,66,what company is both the lead arranger and the arranger in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1419,66,what company is both the  book runner and the book runner in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1420,66,"who is the director of bank of america, n.a.",ronnie glenn,2,0,0.0,Not found
1421,66,"who is the svp of bank of america, n.a.",ronnie glenn,2,0,0.0,Not found
1422,66,"who is the duly authorized signatory of capital one, national association",karen m. dahlquist,2,0,0.0,Not found
1423,66,who is the authorized signer of citibank n.a.,james riley,2,0,0.0,Not found
1424,66,"who is the cfo of icu medical, inc.",brian m. bonnell,2,0,0.0,Not found
1425,66,"who is the treasurer of icu medical, inc.",brian m. bonnell,2,0,0.0,Not found
1426,66,"who is the authorized officer of jpmorgan chase bank, n.a.",erik barragan,2,0,0.0,Not found
1427,66,"who is the cfo of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0.0,Not found
1428,66,"who is the treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0.0,Not found
1429,66,what is the role in the agreement of the company where karen m. dahlquist is employed,lender,2,0,0.0,Not found
1430,66,what is the role in the agreement of the company where brian m. bonnell is employed,borrower,2,0,0.0,Not found
1431,66,what is the role in the agreement of the company where erik barragan is employed,lender,2,0,0.0,Not found
1432,66,what is the role in the agreement of the company where ben snodgrass is employed,lender,2,0,0.0,Not found
1433,66,what is the role in the agreement of the company where tanille ingle is employed,lender,2,0,0.0,Not found
1434,66,what is the role in the agreement of the company where bret douglas is employed,lender,2,0,0.0,Not found
1435,66,what is the role in the agreement of the company where tom priedeman is employed,lender,2,0,0.0,Not found
1436,66,what is the role in the agreement of the company where joseph d. hricovsky is employed,lender,2,0,0.0,Not found
1437,66,what is the role in the agreement of the company where kristie li is employed,lender,2,0,0.0,Not found
1438,66,what is the role in the agreement of the company where kathryn e. benjamin is employed,lender,2,0,0.0,Not found
1439,66,what is the role in the agreement of the company associated with bank of thewest,lender,2,0,0.0,Not found
1440,66,what is the role in the agreement of the company associated with cahill gordon reindel llp,legal counsel,2,0,0.0,Not found
1441,66,what is the role in the agreement of the company associated with deloitte touche llp,legal counsel,2,0,0.0,Not found
1442,66,what is the role in the agreement of the company associated with keybanc capital markets,agents,2,0,0.0,joint lead arrangers and joint bookrunners for the Tranche A Term Facility and the Revolving Facility and joint lead arrangers and joint bookrunners for the Tranche B Term Facility
1443,66,what is the role in the agreement of the company associated with silicon valley bank,lender,2,0,0.0,Not found
1444,66,what is the role in the agreement of the company associated with the huntington national bank,lender,2,0,0.0,Not found
1445,66,"what is the role in the agreement of the company associated with capital one, national association",lender,2,0,0.0,Not found
1446,66,"what is the role in the agreement of the company associated with icu medical, inc.",borrower,2,0,0.0,Borrower
1447,66,"what is the role in the agreement of the company associated with keybank, national association",lender,2,0,0.0,"KeyBanc Capital Markets, Inc. (“ KeyBanc ”), each in their capacities as joint lead arrangers and joint bookrunners for the Tranche A Term Facility and the Revolving Facility and (ii) Barclays, Wells Fargo Securities, BofA Securities, BNP Paribas Securities Corp., Citi, MUFG, U.S. Bank and KeyBanc, in their capacities as joint lead arrangers and joint bookrunners for the Tranche B Term Facility."
1671,9,what position does ann e. sutton hold,director,1,0,,Not found
1672,9,what position does brian d. williams hold,authorised signatory,1,0,,Not found
1673,9,what position does eric searls hold,senior vice president,1,0,,Not found
1674,9,what position does james disher hold,authorized signatory,1,0,,Authorized Signatory
1675,9,what position does mark walton hold,authorized signatory,1,0,,Authorized Signatory
1676,9,what position does mikhail faybusovich hold,director,1,0,,Director
1677,9,what position does peter predun hold,executive director,1,0,,Not found
1678,9,what position does raymond g. dunning hold,vice president,1,0,,Not found
1679,9,what position does wei jen yuan hold,associate,1,0,,Associate
1680,9,"who is the associate of credit suisse ag, cayman islands branch",wei jen yuan,2,0,0.0,Wei-Jen Yuan
1681,9,"who is the vice president of citibank, n.a.",raymond g. dunning,2,0,0.0,Not found
1682,9,who is the chief financial officer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found
1683,9,who is the senior vice president of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found
1684,9,who is the treasurer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found
1685,9,who is the authorised signatory of the royal bank of scotland plc,brian d. williams,2,0,0.0,Brian D. Williams
1686,9,"who is the executive director of jpmorgan chase bank, n.a.",peter predun,2,0,0.0,Not found
1687,9,"who is the chief financial officer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Not found
1688,9,"who is the treasurer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Not found
1689,9,what is the role in the agreement of the company where wei jen yuan is employed,lender,2,0,0.0,Not found
1690,9,what is the role in the agreement of the company where raymond g. dunning is employed,lender,2,0,0.0,Not found
1691,9,what is the role in the agreement of the company where mark e. newman is employed,borrower,2,0,0.0,Not found
1692,9,what is the role in the agreement of the company where brian d. williams is employed,lender,2,0,0.0,Not found
1693,9,what is the role in the agreement of the company where james disher is employed,lender,2,0,0.0,"ROYAL BANK OF CANADA, as a Lender"
1694,9,what is the role in the agreement of the company where mark walton is employed,lender,2,0,0.0,Lender
1695,9,what is the role in the agreement of the company where denise r. cade is employed,borrower,2,0,0.0,Not found
1696,9,what is the role in the agreement of the company where jonathan m. phillips is employed,borrower,2,0,0.0,Not found
1697,9,what is the role in the agreement of the company where eric searls is employed,borrower,2,0,0.0,Not found
1698,9,"what is the role in the agreement of the company associated with citibank, n.a.",agents,2,0,0.0,Co-Documentation Agents
1699,9,what is the role in the agreement of the company associated with haverhill cogeneration company llc,borrower,2,0,0.0,"Each of the Loan Parties hereby authorizes the MLP to act as agent for all of the Loan Parties, and to execute and deliver on behalf of any Loan Party such notices, requests, waivers, consents, certificates, and other documents, and to take any and all actions, required or permitted to be delivered or taken by the Loan Parties hereunder."
1700,9,what is the role in the agreement of the company associated with haverhill coke company llc,borrower,2,0,0.0,Borrower
1701,9,what is the role in the agreement of the company associated with j.p. morgan securities llc,arrangers,2,0,0.0,joint lead arrangers and joint bookrunners
1702,9,what is the role in the agreement of the company associated with jpmorgan chase bank,agent,2,0,0.0,Not found
1703,9,"what is the role in the agreement of the company associated with middletown coke company, llc",borrower,2,0,0.0,Borrower
1704,9,what is the role in the agreement of the company associated with rbs securities inc,arrangers,2,0,0.0,Not found
1705,9,what is the role in the agreement of the company associated with the royal bank of scotland,agent,2,0,0.0,Co-Documentation Agents
1706,9,what is the role in the agreement of the company associated with the royal bank of scotland plc,agents,2,0,0.0,Co-Documentation Agents
1707,9,"what is the role in the agreement of the company associated with credit suisse ag, cayman islands branch",lender,2,0,0.0,as a Lender
1708,9,what is the role in the agreement of the company associated with middletown cogeneration company llc,borrower,2,0,0.0,Borrower
