document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
116,what position does nicholas jordan hold,managing director,1,0,,Managing Director
116,what position does orit mizrachi hold,coo,1,0,,COO
116,what position does venu rathi hold,cfo,1,0,,CFO
116,what position does venugopal rathi hold,chief financial officer,1,0,,Chief Financial Officer
116,who is the chief financial officer of morgan stanley direct lending fund,venugopal rathi,2,0,0.0,Venu Rathi
116,who is the coo of morgan stanley direct lending fund,orit mizrachi,2,0,0.0,Orit Mizrachi
116,who is the cfo of morgan stanley direct lending fund,venu rathi,2,0,0.0,Venugopal Rathi
116,who is the managing director of cibc bank usa,nicholas jordan,2,0,0.0,Nicholas Jordan
116,what is the role in the agreement of the company where venugopal rathi is employed,the company,2,0,0.0,Company
116,what is the role in the agreement of the company associated with morgan stanley direct lending fund,the company,2,0,0.0,Not found
117,what position does chris burns hold,senior vice president,1,0,,Senior Vice President
117,what position does dawn mace moore hold,senior vice president,1,0,,Senior Vice President
117,what position does kirsten jakobsen hold,vice president,1,0,,Vice President
117,what position does lynn braun hold,executive director,1,0,,Executive Director
117,what position does michael snook hold,senior vice president,1,0,,Senior Vice President
117,"who is the chief financial officer of columbia sportswear company,",jim a. swanson,2,0,0.0,Jim A. Swanson
117,"who is the executive vice president of columbia sportswear company,",jim a. swanson,2,0,0.0,Jim A. Swanson
117,"who is the executive director of jpmorgan chase bank, n.a.",lynn braun,2,0,0.0,Lynn Braun
117,who is the vice president of royal bank of canada,kirsten jakobsen,2,0,0.0,Kirsten Jakobsen
117,what is the role in the agreement of the company where jim a. swanson is employed,borrower,2,0,0.0,Executive Vice President and Chief Financial Officer
117,what is the role in the agreement of the company where kirsten jakobsen is employed,lender,2,0,0.0,Vice President
117,what is the role in the agreement of the company where chris burns is employed,lender,2,0,0.0,Senior Vice President
117,what is the role in the agreement of the company where dawn mace moore is employed,lender,2,0,0.0,Senior Vice President
117,what is the role in the agreement of the company where michael snook is employed,lender,2,0,0.0,Senior Vice President
117,"what is the role in the agreement of the company associated with bofa securities, inc.",bookrunner,2,0,0.0,Joint Lead Arrangers and Joint Bookrunners
117,what is the role in the agreement of the company associated with columbia sportswear company,borrower,2,0,0.0,Borrower
117,"what is the role in the agreement of the company associated with wells fargo securities, llc",arranger,2,0,0.0,Joint Lead Arrangers and Joint Bookrunners
117,"what is the role in the agreement of the company associated with columbia sportswear company,",borrower,2,0,0.0,Borrower
117,what is the role in the agreement of the company associated with royal bank of canada,lender,2,0,0.0,Lender
117,"what is the role in the agreement of the company associated with hsbc bank usa, national association",lender,2,0,0.0,Lender
103,what position does gavin baiera hold,authorized signatory,1,0,,Authorized Signatory
103,what position does matthew trybula hold,associate counsel,1,0,,Associate Counsel
103,what position does paul a. barker hold,manager,1,0,,Manager
103,what position does scott huckins hold,director,1,0,,Director
103,what position does stephen sernett hold,director,1,0,,Director
103,what position does stuart brown hold,director,1,0,,Director
103,"who is the authorized signatory of angelo, gordon co., l.p.",gavin baiera,2,0,0.0,Gavin Baiera
103,who is the manager of claire s luxembourg s.a r.l.,paul a. barker,2,0,0.0,Paul A. Barker
103,who is the associate counsel of cortland capital market services llc,matthew trybula,2,0,0.0,Matthew Trybula
103,what is the role in the agreement of the company where matthew trybula is employed,agent,2,0,0.0,Collateral Agent
103,what is the role in the agreement of the company where stephen sernett is employed,guarantor,2,0,0.0,Director
103,what is the role in the agreement of the company where stuart brown is employed,guarantor,2,0,0.0,Director
103,what is the role in the agreement of the company where scott huckins is employed,guarantor,2,0,0.0,Director
103,what is the role in the agreement of the company associated with claire s gibraltar intermediate holdings limited,borrower,2,0,0.0,Borrower
103,"what is the role in the agreement of the company associated with claire s accessories spain, s.l.",guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s accessories uk ltd,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s european distribution limited,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s european services limited,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s france s.a.s.,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s germany gmbh,borrower,2,0,0.0,Borrower
103,what is the role in the agreement of the company associated with claire s holdings s.a. r.l.,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s holding gmbh,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s luxembourg s.a. r.l.,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with claire s switzerland gmbh,guarantor,2,0,0.0,Signatory
103,what is the role in the agreement of the company associated with csi luxembourg s.a. r.l.,guarantor,2,0,0.0,Signatory
103,"what is the role in the agreement of the company associated with botticelli llcc o angelo, gordon co., lp",administrative agent,2,0,0.0,Administrative Agent and Lender
103,what is the role in the agreement of the company associated with cortland capital market services llc,agent,2,0,0.0,Collateral Agent
103,what is the role in the agreement of the company associated with claire s gibraltar holdings limited,borrowers,2,0,0.0,"Subsidiary of Claire’s Stores, Inc."
103,what is the role in the agreement of the company associated with cortland capital market services llc,collateral agent,2,0,0.0,Collateral Agent
103,what is the role in the agreement of the company associated with claire s fashion property corp.,guarantor,2,0,0.0,Signatory
16,who is the senior managing directo of crystal financial llc,christopher a. arnold,2,0,0.0,Christopher A. Arnold
16,who is the senior managing director of crystal financial llc,christopher a. arnold,2,0,0.0,Christopher A. Arnold
16,who is the chief executive officer of standard diversified opportunities inc.,ian w. estus,2,0,0.0,Ian W. Estus
16,who is the president of standard diversified opportunities inc.,ian w. estus,2,0,0.0,Ian W. Estus
16,what is the role in the agreement of the company where ian w. estus is employed,borrower,2,0,0.0,Borrower
16,what is the role in the agreement of the company associated with crystal financial spv llc,lender,2,0,0.0,Term Lender
16,what is the role in the agreement of the company associated with standard outdoor llc,borrower,2,0,0.0,Borrower
16,what is the role in the agreement of the company associated with standard outdoor southeast ii llc,borrower,2,0,0.0,Borrower
16,what is the role in the agreement of the company associated with standard outdoor southeast i llc,borrower,2,0,0.0,Borrower
16,what is the role in the agreement of the company associated with standard outdoor southwest llc,borrower,2,0,0.0,Borrower
16,what is the role in the agreement of the company associated with standard diversified opportunities inc.,borrower,2,0,0.0,Borrower
14,what position does james harris hold,chief financial officer,1,0,,Chief Financial Officer
14,what position does todd dittmann hold,authorized person,1,0,,Authorized Person
14,"who is the authorized person of ag energy funding, llc",todd dittmann,2,0,0.0,Todd Dittmann
14,"who is the chief financial officer of pacific drilling s.a.,",james harris,2,0,0.0,James Harris
14,what is the role in the agreement of the company where todd dittmann is employed,lender,2,0,0.0,Authorized Person
14,what is the role in the agreement of the company where james harris is employed,borrower,2,0,0.0,Chief Financial Officer
14,"what is the role in the agreement of the company associated with angelo, gordon energy servicer,llc,",administrative agent,2,0,0.0,Administrative Agent
14,"what is the role in the agreement of the company associated with ag energy funding, llc",lender,2,0,0.0,Lender
14,"what is the role in the agreement of the company associated with pacific drilling s.a.,",borrower,2,0,0.0,Borrower
28,what company is both the additional credit party and the credit party in the agreement,collegium securities corporation,1,1,0.0,"Collegium Securities Corporation, Collegium Pharmaceutical, Inc."
28,"who is the chief executive officer of collegium pharmaceutical, inc.",joseph ciaffoni,2,0,0.0,Joseph Ciaffoni
28,"who is the president of collegium pharmaceutical, inc.",joseph ciaffoni,2,0,0.0,Joseph Ciaffoni
28,who is the ceo of biopharma credit investments v master lp,pedro gonzalez de cosio,2,0,0.0,Pedro Gonzalez de Cosio
28,who is the managing member of biopharma credit investments v master lp,pedro gonzalez de cosio,2,0,0.0,Pedro Gonzalez de Cosio
28,who is the ceo of pharmakon advisors lp,pedro gonzalez de cosio,2,0,0.0,Pedro Gonzalez de Cosio
28,who is the managing member of pharmakon advisors lp,pedro gonzalez de cosio,2,0,0.0,Pedro Gonzalez de Cosio
28,what is the role in the agreement of the company where pedro gonzalez de cosio is employed,lender,2,0,0.0,Investment Manager for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,what is the role in the agreement of the company where joseph ciaffoni is employed,borrower,2,0,0.0,"President and Chief Executive Officer of Collegium Pharmaceutical, Inc."
28,what is the role in the agreement of the company where geoffrey e. secol is employed,lender,2,0,0.0,Counsel for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,what is the role in the agreement of the company where jen porter is employed,borrower,2,0,0.0,Counsel to all of the Credit Parties
28,what is the role in the agreement of the company where shirley kuhlmann is employed,borrower,2,0,0.0,Not found
28,what is the role in the agreement of the company where paul brannelly is employed,borrower,2,0,0.0,Not found
28,"what is the role in the agreement of the company associated with collegium pharmaceutical, inc",borrower,2,0,0.0,Borrower
28,what is the role in the agreement of the company associated with biopharma credit investments v master lp,lender,2,0,0.0,Lender
28,what is the role in the agreement of the company associated with collegium pharmaceutical inc.,borrower,2,0,0.0,Borrower
28,what is the role in the agreement of the company associated with collegium securities corporation,credit party,2,0,0.0,Additional Credit Party
28,"what is the role in the agreement of the company associated with pharmakon advisors, lp",investment manager,2,0,0.0,Investment Manager for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,"what is the role in the agreement of the company associated with pharmakon management i, llc",partner,2,0,0.0,"General Partner of Pharmakon Advisors, LP"
28,what is the role in the agreement of the company associated with biopharma credit plc,agent,2,0,0.0,Collateral Agent and Lender
28,"what is the role in the agreement of the company associated with collegium pharmaceutical, inc.",borrower,2,0,0.0,Borrower
28,what is the role in the agreement of the company associated with akin gump strauss hauer feld llp,agent,2,0,0.0,Counsel for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,what is the role in the agreement of the company associated with pepper hamilton llp,borrower,2,0,0.0,Counsel to all of the Credit Parties
28,what is the role in the agreement of the company associated with pharmakon advisors lp,agent,2,0,0.0,Investment Manager for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,what is the role in the agreement of the company associated with akin gump strauss hauer feld llp,lender,2,0,0.0,Counsel for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
28,what is the role in the agreement of the company associated with pharmakon advisors lp,lender,2,0,0.0,Investment Manager for BioPharma Credit PLC and BioPharma Credit Investments V (Master) LP
129,what position does elizabeth a. jordan hold,authorized officer,1,0,,Authorized Officer
129,"who is the authorized officer of jpmorgan chase bank, n.a.",elizabeth a. jordan,2,0,0.0,Elizabeth A. Jordan
129,who is the chief financial officer of ghm acquisition corp.,jeffrey glajch,2,0,0.0,Jeffrey Glajch
129,who is the secretary of ghm acquisition corp.,jeffrey glajch,2,0,0.0,Jeffrey Glajch
129,what is the role in the agreement of the company associated with graham corporation,borrower,2,0,0.0,Borrower
115,what position does adam rose hold,senior vice president,1,0,,Senior Vice President
115,"who is the senior vice president of bank of america, n.a.",adam rose,2,0,0.0,Adam Rose
115,"who is the chief legal officer of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Jennifer M. Neil
115,"who is the secretary of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Not found
115,"who is the vice president of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Not found
115,who is the assistant secretary of pool corporation,melanie housey hart,2,0,0.0,Not found
115,who is the chief accounting officer of pool corporation,melanie housey hart,2,0,0.0,Not found
115,who is the president of pool corporation,melanie housey hart,2,0,0.0,Not found
115,who is the treasurer of pool corporation,melanie housey hart,2,0,0.0,Not found
115,who is the chief legal officer of pool corporation,jennifer m. neil,2,0,0.0,Jennifer M. Neil
115,who is the vice president of pool corporation,jennifer m. neil,2,0,0.0,Jennifer M. Neil
115,what is the role in the agreement of the company where adam rose is employed,lender,2,0,0.0,Lender
115,what is the role in the agreement of the company where jennifer m. neil is employed,borrower,2,0,0.0,Borrower
115,what is the role in the agreement of the company where melanie housey hart is employed,borrower,2,0,0.0,Not found
115,"what is the role in the agreement of the company associated with alliance trading, inc.",guarantors,2,0,0.0,Guarantor
115,"what is the role in the agreement of the company associated with cypress, inc.",guarantors,2,0,0.0,Guarantor
115,what is the role in the agreement of the company associated with poolfx supply llc,guarantors,2,0,0.0,Guarantor
115,what is the role in the agreement of the company associated with pool development llc,guarantors,2,0,0.0,Guarantor
115,what is the role in the agreement of the company associated with scp distributors llc,guarantors,2,0,0.0,Guarantor
115,"what is the role in the agreement of the company associated with scp international, inc.",guarantors,2,0,0.0,Guarantor
115,"what is the role in the agreement of the company associated with splash holdings, inc.",guarantors,2,0,0.0,Guarantor
115,what is the role in the agreement of the company associated with superior pool products llc,guarantors,2,0,0.0,Guarantor
115,"what is the role in the agreement of the company associated with bank of america, n.a.",lender,2,0,0.0,Lender
115,"what is the role in the agreement of the company associated with horizon distributors, inc.",guarantors,2,0,0.0,Guarantor
115,what is the role in the agreement of the company associated with pool corporation,borrower,2,0,0.0,Borrower
101,what position does deborah t. purvin hold,senior vice president,1,0,,Senior Vice President
101,what position does spencer sockwell hold,corporate healthcare banking manager,1,0,,Corporate Healthcare Banking  Manager
101,what position does stanton m. nelson hold,ceo,1,0,,CEO
101,"who is the ceo of foundation healthcare, inc.",stanton m. nelson,2,0,0.0,Stanton M. Nelson
101,who is the corporate healthcare banking manager of legacytexas bank,spencer sockwell,2,0,0.0,Spencer Sockwell
101,"who is the senior vice president of texas capital bank, national association",deborah t. purvin,2,0,0.0,Deborah T. Purvin
101,what is the role in the agreement of the company where spencer sockwell is employed,lender,2,0,0.0,Lender
101,what is the role in the agreement of the company associated with legacytexas bank,lender,2,0,0.0,Not found
100,what position does christopher m. ames hold,"svp, global relationship manager",1,0,,"SVP, Global Relationship Manager"
100,what position does mark strzynski hold,vice president,1,0,,Vice President
100,what position does marshall trenckmann hold,executive director,1,0,,Executive Director
100,what position does min park hold,vice president,1,0,,Vice President
100,what position does tyler j. mei hold,senior vice president,1,0,,Senior Vice President
100,what position does alexis coyle hold,managing director,1,0,,Managing Director
100,what position does darran wee hold,senior vice president,1,0,,Senior Vice President
100,what position does lee merkle raymond hold,managing director,1,0,,Managing Director
100,what position does sony ben moshe hold,esq.,1,0,,Esq.
100,what position does teuta ghilaga hold,director,1,0,,Director
100,what position does thomas avery hold,relationship manager,1,0,,Relationship Manager
100,"who is the senior vice president of citizens bank, national association",darran wee,2,0,0.0,Darran Wee
100,who is the vice president of comerica bank,mark strzynski,2,0,0.0,Mark Strzynski
100,"who is the svp, global relationship manager of hsbc bank usa",christopher m. ames,2,0,0.0,Christopher M. Ames
100,who is the vice president of suntrust bank,min park,2,0,0.0,Min Park
100,who is the managing director of bank of the west,lee merkle raymond,2,0,0.0,Lee Merkle-Raymond
100,who is the senior vice president of bbva compass,tyler j. mei,2,0,0.0,Tyler J. Mei
100,who is the managing director of east west bank,alexis coyle,2,0,0.0,Alexis Coyle
100,who is the relationship manager of fifth third bank,thomas avery,2,0,0.0,Thomas Avery
100,who is the executive director of jpmorgan chase bank,marshall trenckmann,2,0,0.0,Marshall Trenckmann
100,who is the director of mufg union bank,teuta ghilaga,2,0,0.0,Teuta Ghilaga
100,"who is the chief financial officer of omnicell, inc.",peter kuipers,2,0,0.0,Peter Kuipers
100,"who is the executive vice president of omnicell, inc.",peter kuipers,2,0,0.0,Peter Kuipers
100,"who is the vp relationship manager of wells fargo bank, national association",ray aguilar,2,0,0.0,Ray Aguilar
100,"who is the vice president relationship manager of wells fargo bank, national association",ray aguilar,2,0,0.0,Ray Aguilar
100,"who is the chief legal and administrative officer of omnicell, inc.",dan johnston,2,0,0.0,Dan Johnston
100,"who is the vice president of omnicell, inc.",dan johnston,2,0,0.0,Dan Johnston
100,who is the esq. of latham watkins llp,sony ben moshe,2,0,0.0,Sony Ben-Moshe
100,what is the role in the agreement of the company where darran wee is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where mark strzynski is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where christopher m. ames is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where lee merkle raymond is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where tyler j. mei is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where alexis coyle is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where thomas avery is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where marshall trenckmann is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where teuta ghilaga is employed,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company where peter kuipers is employed,borrower,2,0,0.0,Borrower
100,what is the role in the agreement of the company where dan johnston is employed,borrower,2,0,0.0,Vice President and Chief Legal and Administrative Officer
100,"what is the role in the agreement of the company associated with bank of the west, fifth third bank",agent,2,0,0.0,Lender
100,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a.",agent,2,0,0.0,"Lender, Syndication Agent"
100,"what is the role in the agreement of the company associated with mufg union bank, n.a.",agent,2,0,0.0,Lender
100,"what is the role in the agreement of the company associated with citizens bank, national association",lender,2,0,0.0,Lender
100,what is the role in the agreement of the company associated with comerica bank,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company associated with hsbc bank usa,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company associated with bank of the west,lender,2,0,0.0,"Lender, Co-Documentation Agent"
100,what is the role in the agreement of the company associated with bbva compass,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company associated with east west bank,lender,2,0,0.0,Lender
100,what is the role in the agreement of the company associated with fifth third bank,lender,2,0,0.0,"Lender, Co-Documentation Agent"
100,what is the role in the agreement of the company associated with jpmorgan chase bank,lender,2,0,0.0,"Lender, Syndication Agent"
100,what is the role in the agreement of the company associated with mufg union bank,lender,2,0,0.0,Co-Documentation Agent
100,"what is the role in the agreement of the company associated with omnicell, inc.",borrower,2,0,0.0,Borrower
100,"what is the role in the agreement of the company associated with wells fargo bank, national association",agent,2,0,0.0,"Administrative Agent, Swingline Lender and Issuing Lender"
114,what position does maurice amsellem hold,authorized signatory,1,0,,Authorized Signatory
114,what position does peter feret hold,chief financial officer,1,0,,Chief Financial Officer
114,"who is the authorized signatory of apollo capital management gp, llc",maurice amsellem,2,0,0.0,Maurice Amsellem
114,who is the chief financial officer of saleslink mexico holding corp.,peter feret,2,0,0.0,Peter Feret
114,what is the role in the agreement of the company where peter feret is employed,guarantors,2,0,0.0,Borrower
114,"what is the role in the agreement of the company associated with sol holdings, inc",guarantors,2,0,0.0,Guarantor
114,what is the role in the agreement of the company associated with saleslink mexico holding corp.,guarantors,2,0,0.0,Guarantor
128,what position does derek jensen hold,vice president,1,0,,Vice President
128,what position does frank pelzer hold,chief financial officer,1,0,,Chief Financial Officer
128,what position does gill skala hold,director,1,0,,Director
128,what position does mario de luca hold,director,1,0,,Director
128,what position does nicholas heslip hold,authorized signatory,1,0,,Authorized Signatory
128,what position does ryan zimmerman hold,vice president,1,0,,Vice President
128,what position does timothy g. holsapple hold,senior vice president,1,0,,Senior Vice President
128,what company is both the  bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  bookrunners and the bookrunners in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  book manager and the book manager in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  lead arranger and the lead arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  book runner and the book runner in the agreement,"inc., bofa securities",1,1,0.0,Not found
128,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  book manager and the book manager in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,what company is both the  book runner and the book runner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
128,"who is the senior vice president of bank of america, n.a.",timothy g. holsapple,2,0,0.0,Timothy G. Holsapple
128,"who is the chief financial officer of f5 networks, inc.",frank pelzer,2,0,0.0,Frank Pelzer
128,who is the authorized signatory of royal bank of canada,nicholas heslip,2,0,0.0,Nicholas Heslip
128,who is the market manager of barclays bank plc,leni preciado,2,0,0.0,Not found
128,what is the role in the agreement of the company where timothy g. holsapple is employed,agent,2,0,0.0,Not found
128,"what is the role in the agreement of the company associated with bank of america, n.a.",agent,2,0,0.0,Syndication Agent
29,what position does efrain rivera hold,chief financial officer,1,0,,Chief Financial Officer
29,what company is both the administrative agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,"PNC Bank, National Association"
29,what company is both the administrative borrower and the borrower in the agreement,"pnc bank, national association",1,1,0.0,Not found
29,"who is the chief financial officer of paychex, inc.",efrain rivera,2,0,0.0,Efrain Rivera
29,what is the role in the agreement of the company where efrain rivera is employed,borrower,2,0,0.0,Parent
29,what is the role in the agreement of the company where frank hamblett is employed,borrower,2,0,0.0,Counsel for the Loan Parties
29,"what is the role in the agreement of the company associated with advantage payroll services, inc.",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex, inc",parent,2,0,0.0,Parent
29,"what is the role in the agreement of the company associated with paychex, inc.",parent,2,0,0.0,Parent
29,what is the role in the agreement of the company associated with paychex advance llc,borrower,2,0,0.0,Borrower
29,"what is the role in the agreement of the company associated with oasis ahr pl, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with oasis advisory services, inc.",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with oasis employment services, inc.",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with oasis outsourcing contract iii, inc.",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with oasis outsourcing tx, inc.",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with pbs of america, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with pbs of central florida, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex, inc.",borrower,2,0,0.0,Parent
29,"what is the role in the agreement of the company associated with paychex administrative services, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex business solutions, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex holdings, llc",guarantors,2,0,0.0,Subsidiary
29,what is the role in the agreement of the company associated with paychex management llc,guarantors,2,0,0.0,Subsidiary
29,what is the role in the agreement of the company associated with paychex north america inc.,guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo i, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo ii, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo iii, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo iv, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo ix, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo v, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo vi, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo vii, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo viii, llc",guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with paychex peo x, llc",guarantors,2,0,0.0,Subsidiary
29,what is the role in the agreement of the company associated with paychex of new york llc,guarantors,2,0,0.0,Subsidiary
29,"what is the role in the agreement of the company associated with wri ii, inc.",guarantors,2,0,0.0,Subsidiary
29,what is the role in the agreement of the company associated with nixon peabody llp,borrower,2,0,0.0,Counsel for the Loan Parties
15,what position does jared randall hold,executive director,1,0,,Executive Director
15,what position does racquel a.c. small hold,executive director,1,0,,Executive Director
15,what position does shawn matthews hold,ceo,1,0,,CEO
15,"who is the ceo of 2477 deerfield drive, llc,",shawn matthews,2,0,0.0,Shawn Matthews
15,what is the role in the agreement of the company where shawn matthews is employed,borrower,2,0,0.0,Borrower
15,what is the role in the agreement of the company where racquel a.c. small is employed,lender,2,0,0.0,Lender
15,what is the role in the agreement of the company where jared randall is employed,lender,2,0,0.0,Lender
15,"what is the role in the agreement of the company associated with cf real estate holdings, llc",guarantor,2,0,0.0,Guarantor
15,"what is the role in the agreement of the company associated with 2477 deerfield drive, llc,",borrower,2,0,0.0,Borrower
15,what is the role in the agreement of the company associated with ubs ag,lender,2,0,0.0,Lender
15,what is the branch office office of ubs ag,"new york 10019, 1285 avenue of the americasnew york",2,0,,"1285 Avenue of the Americas, New York, New York"
39,what position does david b. thayer hold,vice president,1,0,,Vice President
39,what position does james foley hold,senior vice president,1,0,,Senior Vice President
39,"who is the chief finance officer of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Not found
39,"who is the treasurer of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Ross C. Wilkin
39,"who is the vice president of finance of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Ross C. Wilkin
39,"who is the senior vice president of bank of america, n.a.,",james foley,2,0,0.0,James Foley
39,"who is the vice president of pnc bank, national association",david b. thayer,2,0,0.0,David B. Thayer
39,"what is the role in the agreement of the company associated with dunkirk specialty steel, llc",borrower,2,0,0.0,Borrower
39,"what is the role in the agreement of the company associated with north jackson specialty steel, llc",borrower,2,0,0.0,Borrower
