document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
35,what is the position held by john p. rielly but not by sophia love or timothy b. goodell,chief financial officer,1,3,0,Not found
121,what is the position held by angela chen but not by jane chang or murtuza ziauddin,dgm,1,3,0,Not found
121,what is the position held by kefel xu but not by kitty sin or paul hultgren,branch manager,1,3,0,Not found
135,what is the position held by sharon s. spurlin but not by virginia cosenza or hans beekmans,treasurer,1,3,0,Not found
31,what is the position held by haiyong yang but not by kurban h. merchant or maureen maroney,branch manager,1,3,0,Vice President and Branch Manager
31,what is the position held by haiyong yang but not by kurban h. merchant or oscar d. cortez,branch manager,1,3,0,Not found
31,what is the position held by haiyong yang but not by maureen maroney or oscar d. cortez,branch manager,1,3,0,Vice President and Branch Manager
139,what is the position held by michael king and michael vondriska but not by savo bozic,vice president,1,3,0,Not found
139,what is the position held by michael king and ronnie glenn but not by savo bozic,vice president,1,3,0,Not found
106,what is the position held by kirkwood roland and lana gifas but not by michael getz,director,1,3,0,Not found
106,what is the position held by kirkwood roland and marcus m. tarkington but not by michael getz,director,1,3,0,Not found
61,what is the position held by jim cahow and liz cheng but not by ming k chu,vice president,1,3,0,Not found
61,what is the position held by jim cahow and marko lukin but not by ming k chu,vice president,1,3,0,Not found
89,what is the position held by charles p. holden and james b. pekarek but not by sabir hashmy,chief financial officer,1,3,0,Not found
140,what is the position held by demetrios tserpelis and sean mckinley but not by william graham,director,1,3,0,Not found
140,what is the position held by demetrios tserpelis and tony traynor but not by william graham,director,1,3,0,Not found
60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by jpmorgan chase bank, n.a.",documentation agent,1,3,0,"Bank of Montreal is a Documentation Agent and Fifth Third Bank, National Association is a Senior Managing Agent. JPMorgan Chase Bank, N.A. is a Joint Lead Arranger and Joint Bookrunner and a Documentation Agent."
60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by mufg bank, ltd.",documentation agent,1,3,0,"Bank of Montreal: Documentation Agents, Senior Managing Agents
Fifth Third Bank, National Association: Senior Managing Agents
MUFG Bank, LTD.: Syndication Agent"
60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by pnc capital markets llc",documentation agent,1,3,0,"Bank of Montreal: Documentation Agents, Senior Managing Agents
Fifth Third Bank, National Association: Senior Managing Agents
PNC Capital Markets LLC: Joint Lead Arrangers and Joint Bookrunners
Not found"
60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,"Bank of Montreal: Documentation Agents, Senior Managing Agents
Fifth Third Bank, National Association: Senior Managing Agents
Wells Fargo Securities, LLC: Joint Lead Arrangers and Joint Bookrunners"
60,"what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by jpmorgan chase bank, n.a.",documentation agent,1,3,0,Not found
60,"what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by mufg bank, ltd.",documentation agent,1,3,0,"Bank of Montreal is a Documentation Agent and Goldman Sachs Bank USA is a Senior Managing Agent. MUFG Bank, Ltd. is a Syndication Agent."
60,what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by pnc capital markets llc,documentation agent,1,3,0,"Bank of Montreal: Documentation Agents, Senior Managing Agents
Goldman Sachs Bank USA: Senior Managing Agents
PNC Capital Markets LLC: Joint Lead Arrangers and Joint Bookrunners

Senior Managing Agents"
60,what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by wells fargo securities llc,documentation agent,1,3,0,"Bank of Montreal is a Documentation Agent and Senior Managing Agent, while Goldman Sachs Bank USA is a Senior Managing Agent. Wells Fargo Securities, LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what is the role and subrole that bank of montreal and pnc bank, national association share in the agreement that is not held by pnc capital markets llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal and pnc bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal and td bank, n.a. share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Senior Managing Agents
60,what is the role and subrole that bank of montreal and u.s. bank national association share in the agreement that is not held by wells fargo securities llc,documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that u.s. bank national association and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Not found
67,"what is the role and subrole that coherus intermediate corp. and intekrin therapeutics inc. share in the agreement that is not held by coherus biosciences, inc.",additional credit party,1,3,0,additional Credit Parties
135,"what is the role and subrole that citigroup global markets inc. and dnb markets, inc. share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Not found
135,"what is the role and subrole that citigroup global markets inc. and j.p. morgan securities llc share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Not found
135,"what is the role and subrole that dnb markets, inc. and j.p. morgan securities llc share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Not found
60,"what company is the documentation agent in the agreement, shared by bank of montreal and u.s. bank national association but not held by wells fargo securities llc",bank of montreal,1,3,0,"BANK OF AMERICA, N.A."
135,"what company is the lead arranger in the agreement, shared by citigroup global markets inc. and dnb markets, inc. but not held by merrill lynch, pierce, fenner smith incorporated",citigroup global markets inc.,1,3,0,J.P. MORGAN SECURITIES LLC
135,"what company is the lead arranger in the agreement, shared by citigroup global markets inc. and j.p. morgan securities llc but not held by merrill lynch, pierce, fenner smith incorporated",citigroup global markets inc.,1,3,0,"DNB MARKETS, INC."
135,"what company is the lead arranger in the agreement, shared by dnb markets, inc. and j.p. morgan securities llc but not held by merrill lynch, pierce, fenner smith incorporated","inc., dnb markets",1,3,0,Not found
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or citibank, n.a.",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or jpmorgan chase bank, n.a.",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or mufg bank, ltd.",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or jpmorgan chase bank, n.a.",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or mufg bank, ltd.",documentation agent,1,3,0,Not found
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by citibank, n.a. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or mufg bank, ltd.",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by jpmorgan chase bank, n.a. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by mufg bank, ltd. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agents
60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by mufg bank, ltd. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agents
60,what is the role and subrole that bank of montreal holds in the agreement that is not held by pnc capital markets llc or wells fargo securities llc,documentation agent,1,3,0,Documentation Agents
28,who is the ceo of the company which is both the collateral and the agent in the agreement,pedro gonzalez de cosio,3,1,0,Not found
28,who is the managing member of the company which is both the collateral and the agent in the agreement,pedro gonzalez de cosio,3,1,0,Not found
101,who is the ceo of the company which is both the borrower and the borrower in the agreement,stanton m. nelson,3,1,0,Not found
29,who is the chief financial officer of the company which is both the parent and the borrower in the agreement,efrain rivera,3,1,0,Not found
11,who is the authorized signatory of the company which is both the co book managers and the initial lender in the agreement,robert ehudin,3,1,0,Not found
107,who is the assistant treasurer of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Paul McFeeters
107,who is the chief administrative officer of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
107,who is the chief executive officer of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
107,who is the chief financial officer of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
107,who is the president of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
107,who is the treasurer of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
107,who is the vice president of the company which is both the guarantor and the domestic in the agreement,paul mcfeeters,3,1,0,Not found
113,who is the manager of the company which is both the borrowers and the borrowers in the agreement,sonja k. mcclelland,3,1,0,Not found
113,who is the managing director a and authorized representative of the company which is both the borrowers and the borrowers in the agreement,sonja k. mcclelland,3,1,0,Not found
113,who is the secretary treasurer of the company which is both the borrowers and the borrowers in the agreement,sonja k. mcclelland,3,1,0,Not found
113,who is the chief executive officer of the company which is both the borrowers and the borrowers in the agreement,michael doar,3,1,0,Not found
74,who is the senior vice president of the company which is both the administrative agent and the lc issuer in the agreement,jeff kalinowski,3,1,0,Not found
48,who is the vice president finance of the company which is both the delegate and the general partner in the agreement,stephen j. neyland,3,1,0,Not found
160,who is the authorized signatory of the company which is both the lender and the issuing bank in the agreement,michael king,3,1,0,Michael King
77,who is the authorized signatory of the company which is both the lender and the co documentation agent in the agreement,rebecca kratz,3,1,0,Not found
62,who is the managing director of the company which is both the arranger and the bookrunner in the agreement,pradeep mehra,3,1,0,Not found
166,who is the assistant vice presiden of the company which is both the lender and the bookrunners in the agreement,mark pope,3,1,0,Not found
166,who is the svp credit administration of the company which is both the lender and the bookrunners in the agreement,r. srinivasa sekaran,3,1,0,Not found
166,who is the general manager of the company which is both the lender and the bookrunners in the agreement,suguru hattori,3,1,0,Not found
166,who is the  managing director of the company which is both the lender and the bookrunners in the agreement,dipak gupta,3,1,0,Not found
166,who is the senior executive vice president of the company which is both the lender and the bookrunners in the agreement,rajeev mohan,3,1,0,Not found
67,who is the president of the company which is both the additional credit party and the credit party in the agreement,michael fleming,3,1,0,Not found
67,who is the ceo of the company which is both the credit party and the borrower in the agreement,dennis m. lanfear,3,1,0,Not found
73,who is the assistant vice president of the company which is both the  bookrunners and the  lead arrangers in the agreement,christopher m. aitkin,3,1,0,Not found
73,who is the director of the company which is both the  bookrunners and the  lead arrangers in the agreement,lindsey mcgraw,3,1,0,Not found
9,who is the associate of the company which is both the lender and the swing line in the agreement,wei jen yuan,3,1,0,Not found
9,who is the vice president of the company which is both the lender and the swing line in the agreement,raymond g. dunning,3,1,0,Not found
9,who is the authorised signatory of the company which is both the lender and the swing line in the agreement,brian d. williams,3,1,0,Not found
164,who is the officer of the company which is both the syndication agents and the lender in the agreement,tyler tirpak,3,1,0,Not found
170,who is the executive director of the company which is both the lender and the swing line in the agreement,gillian dickson,3,1,0,Not found
159,who is the authorized signatory of the company which is both the administrative agent and the lender in the agreement,james greenfield,3,1,0,Not found
159,who is the chief accounting officer of the company which is both the portfolio manager and the  member in the agreement,cory e. gilbert,3,1,0,Not found
165,who is the executive director of the company which is both the lender and the syndication agent in the agreement,tony young,3,1,0,Not found
165,who is the corporate secretary of the company which is both the company and the lenders in the agreement,colleen batcheler,3,1,0,Not found
165,who is the general counsel of the company which is both the company and the lenders in the agreement,colleen batcheler,3,1,0,Not found
165,who is the investor relations officer of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Not found
165,who is the treasurer of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Not found
165,who is the vice president of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Not found
58,who is the managing partner of the company which is both the agent and the administrative in the agreement,clarke b. futch,3,1,0,Not found
41,who is the senior banker of the company which is both the lender and the swingline in the agreement,j.e. hall,3,1,0,Not found
55,who is the banking officer of the company which is both the administrative and the agent in the agreement,cora holland koller,3,1,0,Not found
69,who is the chief executive officer of the company which is both the subsidiary guarantors and the subsidiary in the agreement,michael shustek,3,1,0,Not found
69,who is the manager of the company which is both the subsidiary guarantors and the subsidiary in the agreement,michael shustek,3,1,0,Not found
69,who is the vice president of the company which is both the administrative and the agent in the agreement,christopher t. neil,3,1,0,Not found
82,who is the attorney in fact of the company which is both the subsidiary and the borrower in the agreement,john l. healy,3,1,0,Not found
82,who is the secretary of the company which is both the subsidiary and the borrower in the agreement,john l. healy,3,1,0,Not found
82,who is the vice president of the company which is both the subsidiary and the borrower in the agreement,john l. healy,3,1,0,Not found
82,who is the treasurer of the company which is both the subsidiary and the borrower in the agreement,david c. francisco,3,1,0,David C. Francisco
168,who is the director of the company which is both the lender and the syndication agent in the agreement,michael contreras,3,1,0,Not found
155,who is the chief operating officer of the company which is both the guarantors and the washington corporation in the agreement,hank nance,3,1,0,Not found
155,who is the chief executive officer of the company which is both the arizona limited liability company and the guarantors in the agreement,michael r. pope,3,1,0,Not found
155,who is the authorized signatory of the company which is both the lenders and the lenders in the agreement,harry chung,3,1,0,Not found
169,who is the chief accounting officer of the company which is both the parent and the borrower in the agreement,joseph b. johnson,3,1,0,Joseph B. Johnson
169,who is the controller of the company which is both the parent and the borrower in the agreement,joseph b. johnson,3,1,0,Not found
169,who is the treasurer of the company which is both the parent and the borrower in the agreement,joseph b. johnson,3,1,0,Not found
169,who is the vice president of the company which is both the parent and the borrower in the agreement,joseph b. johnson,3,1,0,Joseph B. Johnson
83,who is the vice president general manager of the company which is both the lender and the swing line in the agreement,shu fei sophia lin,3,1,0,Not found
83,who is the vp deputy general manager of the company which is both the lender and the swing line in the agreement,robin s. wu,3,1,0,Not found
83,who is the svp and branch manager of the company which is both the lender and the swing line in the agreement,haiyong yang,3,1,0,Not found
83,who is the director and senior relationship manager of the company which is both the lender and the swing line in the agreement,cecile segovia,3,1,0,Not found
83,who is the svp branch manager of the company which is both the lender and the swing line in the agreement,ralph wu,3,1,0,Not found
83,who is the general manager of the company which is both the lender and the swing line in the agreement,james mcwalters,3,1,0,Not found
83,who is the s.v.p. general manager of the company which is both the lender and the swing line in the agreement,henry c. r. leu,3,1,0,Not found
83,who is the svp general manager of the company which is both the lender and the swing line in the agreement,hsiao ho huang,3,1,0,Not found
83,who is the assistant vice president of the company which is both the lender and the swing line in the agreement,matthew d. meister,3,1,0,Not found
83,who is the evp corporate commercial banking of the company which is both the lender and the swing line in the agreement,maurici llad,3,1,0,Not found
83,who is the vp general manager of the company which is both the lender and the swing line in the agreement,li hua huang,3,1,0,Not found
83,who is the vp credit and documentation of the company which is both the lender and the swing line in the agreement,ivan vera,3,1,0,Not found
83,"who is the corporate banking, directo of the company which is both the lender and the swing line in the agreement",juan segundo,3,1,0,Not found
83,who is the associate director of the company which is both the lender and the swing line in the agreement,johanna minaya,3,1,0,Not found
83,who is the credit documentation manager of the company which is both the lender and the swing line in the agreement,robert k. reddington,3,1,0,Not found
83,who is the svp coo of the company which is both the lender and the swing line in the agreement,danny leung,3,1,0,Not found
83,who is the svp of the company which is both the lender and the swing line in the agreement,james hua,3,1,0,Not found
83,who is the general counsel of the company which is both the cayman borrower and the us borrower in the agreement,michael ray,3,1,0,Not found
83,who is the secretary of the company which is both the cayman borrower and the us borrower in the agreement,michael ray,3,1,0,Not found
142,"who is the director, resources energy group of the company which is both the documentation agents and the lender in the agreement",jason lang,3,1,0,Not found
156,who is the executive director of the company which is both the issuing bank and the lende in the agreement,timothy lee,3,1,0,Not found
156,who is the senior vice president of the company which is both the lender and the issuing bank in the agreement,carmela massari,3,1,0,Not found
156,who is the president and treasurer of the company which is both the canadian borrower and the borrowers in the agreement,kevin siebert,3,1,0,Not found
156,who is the chief financial officer of the company which is both the u.s. borrower and the borrowers in the agreement,henk derksen,3,1,0,Not found
156,who is the vice president of the company which is both the u.s. borrower and the borrowers in the agreement,henk derksen,3,1,0,Not found
156,who is the chief financial officer of the company which is both the uk borrower and the borrowers in the agreement,henk derksen,3,1,0,Not found
156,who is the executive vice president and chief financial officer of the company which is both the uk borrower and the borrowers in the agreement,henk derksen,3,1,0,Not found
94,who is the executive director of the company which is both the lender and the swingline in the agreement,katsuyuki kubo,3,1,0,Not found
94,who is the director of the company which is both the lender and the swingline in the agreement,ben cumming,3,1,0,Not found
47,who is the vice president of the company which is both the co syndication agents and the lender in the agreement,bremmer kneib,3,1,0,Not found
47,"who is the managing director of the company which is both the administrative agent, and the lender in the agreement",kirk tesch,3,1,0,Not found
85,who is the senior vice president of the company which is both the lender and the agent in the agreement,kenneth butler,3,1,0,Not found
91,who is the senior vice president of the company which is both the lender and the lender in the agreement,thomas m. foncannon,3,1,0,Not found
147,who is the authorized signatory of the company which is both the lender and the l c issuer in the agreement,thomas manning,3,1,0,Not found
147,who is the managing director of the company which is both the lender and the l c issuer in the agreement,raymond ventura,3,1,0,Not found
153,who is the vice president of the company which is both the lender and the swingline in the agreement,colin murphy,3,1,0,Not found
46,who is the senior vice president of the company which is both the lender and the agent in the agreement,gregory r. russano,3,1,0,Not found
2,who is the duly authorized signatory of the company which is both the issuing and the lender in the agreement,paul isaac,3,1,0,Not found
2,"who is the managing director, svp of the company which is both the issuing and the lender in the agreement",mary ramsey,3,1,0,Not found
2,who is the authorized signatory of the company which is both the issuing and the lender in the agreement,michael borowiecki,3,1,0,Not found
151,who is the executive vice president of the company which is both the lender and the swing line in the agreement,raymond qiao,3,1,0,Not found
151,who is the first vice president of the company which is both the lender and the swing line in the agreement,ola anderssen,3,1,0,Not found
151,who is the senior vice president of the company which is both the lender and the swing line in the agreement,maria massimino,3,1,0,Not found
150,who is the vice president of the company which is both the administrative agent and the collateral agent in the agreement,raye goldsborough,3,1,0,Not found
3,who is the managing director of the company which is both the lender and the syndication agent in the agreement,anand j. jobanputra,3,1,0,Not found
3,who is the avp of the company which is both the administrative agent and the lender in the agreement,cindy jordan,3,1,0,Not found
3,who is the vice president of the company which is both the administrative agent and the lender in the agreement,kyle pearson,3,1,0,Not found
37,who is the director of the company which is both the lender and the swing line in the agreement,sandra cortes,3,1,0,Not found
35,who is the treasurer of the company which is both the subsidiaries and the subsidiary in the agreement,eric s. fishman,3,1,0,Not found
35,"who is the associate director, of the company which is both the lender and the swingline in the agreement",hsing h. huang,3,1,0,Not found
35,who is the managing director capital markets of the company which is both the lender and the swingline in the agreement,steve aloupis,3,1,0,Not found
134,who is the senior vice president of the company which is both the lender and the swingline in the agreement,janet chao,3,1,0,Not found
20,who is the director of the company which is both the administrative agent and the lender in the agreement,benjamin mlot,3,1,0,Not found
130,who is the svp commercial credit officer of the company which is both the lender and the issuing bank in the agreement,kevin couch,3,1,0,Not found
25,who is the svp of the company which is both the initial and the lender in the agreement,william p. mcloughlin,3,1,0,Not found
127,who is the authorized signer of the company which is both the lender and the swing line in the agreement,heather e. hoopingarner,3,1,0,Not found
127,who is the assistant vice president of the company which is both the agent and the administrative in the agreement,taelitha bonds harris,3,1,0,Not found
32,who is the vice president of the company which is both the lender and the swingline in the agreement,muhammad hasan,3,1,0,Not found
32,who is the executive of the company which is both the lender and the swingline in the agreement,o. lavitzson,3,1,0,Not found
32,who is the senior vice president of the company which is both the lender and the swingline in the agreement,john cantalupo,3,1,0,Not found
32,who is the director corporate banking of the company which is both the lender and the swingline in the agreement,chris golding,3,1,0,Not found
32,who is the managing director corporate coverage canada of the company which is both the lender and the swingline in the agreement,tony baratta,3,1,0,Not found
117,who is both the chief financial officer and executive vice president of the company which is the borrower in the agreement,jim a. swanson,3,1,0,Not found
16,who is both the chief executive officer and president of the company which is the borrower in the agreement,ian w. estus,3,1,0,Not found
28,who is both the ceo and managing member of the company which is the lender in the agreement,pedro gonzalez de cosio,3,1,0,Not found
28,who is both the chief executive officer and president of the company which is the borrower in the agreement,joseph ciaffoni,3,1,0,Not found
100,who is both the chief financial officer and executive vice president of the company which is the borrower in the agreement,peter kuipers,3,1,0,Not found
100,who is both the chief legal and administrative officer and vice president of the company which is the borrower in the agreement,dan johnston,3,1,0,Not found
11,"who is both the treasurer and vice president of the company which is the borrower, in the agreement",john j. tus,3,1,0,Not found
10,who is both the chief financial officer and treasuruer of the company which is the borrower in the agreement,terence f. sullivan,3,1,0,Not found
12,who is both the global treasurer and senior vice president of the company which is the borrower in the agreement,aidan clare,3,1,0,Not found
13,"who is both the chief financial officer and executive vice president of the company which is the borrower, in the agreement",tracy d. jackson,3,1,0,Not found
60,who is both the senior vice president and treasurer of the company which is the holdings in the agreement,marc h. crown,3,1,0,Not found
149,who is both the executive vice president and secretary of the company which is the borrower in the agreement,seth burroughs,3,1,0,Not found
49,who is both the chief executive and chief executive officer of the company which is the guarantors in the agreement,michael buckley,3,1,0,Not found
61,"who is both the treasurer and vice president, tax treasury of the company which is the borrower in the agreement",brian l. shytle,3,1,0,Not found
88,who is both the chief financial officer and president of the company which is the liability company in the agreement,r. scott turicchi,3,1,0,Not found
162,who is both the corporate secretary and president of the company which is the guarantor in the agreement,mark d. andrews,3,1,0,Mark D. Andrews
162,who is both the president and secretary of the company which is the guarantor in the agreement,michael j. niedermaier,3,1,0,CANRIG DRILLING TECHNOLOGY CANADA LTD.
62,who is both the chief financial officer and senior vice president of the company which is the borrower in the agreement,gretchen l. holloway,3,1,0,Not found
72,who is both the treasurer and vice president of the company which is the initial borrower in the agreement,craig a. douglas,3,1,0,Not found
66,who is both the cfo and treasurer of the company which is the borrower in the agreement,brian m. bonnell,3,1,0,Not found
99,who is both the chief manager and president of the company which is the guarantor in the agreement,nick flanagan,3,1,0,Not found
99,who is both the president and treasurer of the company which is the guarantor in the agreement,doug couvillion,3,1,0,Not found
71,who is both the chief financial officer and senior executive vice president of the company which is the borrower in the agreement,paul m. todd,3,1,0,Not found
170,who is both the treasurer and vice president of the company which is the borrower in the agreement,richard lautch,3,1,0,Not found
58,who is both the chief executive officer and president of the company which is the guarantors in the agreement,dennis m. lanfear,3,1,0,Not found
41,who is both the general counsel and senior vice president of the company which is the borrower in the agreement,martin h. dodd,3,1,0,Not found
55,who is both the chief and executive vice president of the company which is the borrower in the agreement,j. larry sorsby,3,1,0,Not found
168,who is both the treasurer and vice president of the company which is the borrower in the agreement,robert t. paternostro,3,1,0,Not found
6,who is both the deputy branch manager and vice president of the company which is the lender in the agreement,ying chen,3,1,0,Ying Chen
54,who is both the managing director and senior vice president of the company which is the borrower in the agreement,jonathan olsen,3,1,0,Not found
56,"who is both the executive vice president, general counsel and secretary of the company which is the borrower in the agreement",paul m. robinson,3,1,0,Not found
143,who is both the chief financial officer and president of the company which is the guarantors in the agreement,michael j. skipworth,3,1,0,Not found
142,who is both the controller and principal financial officer of the company which is the borrower in the agreement,nathaniel a. brown,3,1,0,Not found
142,"who is both the corporate secretary and vice president, law of the company which is the guarantor in the agreement",christine r. johnston,3,1,0,Not found
142,"who is both the treasurer and vice president, finance of the company which is the guarantor in the agreement",joel e. hunter,3,1,0,Not found
