document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
102,"what is the role in the agreement of the company associated with telerhythmics, llc",borrowers,2,0,0.0,Borrower,,0.0,0.1111111111111111,0.0,4
116,what position does nicholas jordan hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
116,what position does orit mizrachi hold,coo,1,0,,Not found,,0.0,0.7777777777777778,0.0,1
116,what position does venu rathi hold,cfo,1,0,,Not found,,0.0,0.7777777777777778,0.0,1
116,what position does venugopal rathi hold,chief financial officer,1,0,,Not found,,0.0,0.8695652173913043,0.0,1
116,who is the chief financial officer of morgan stanley direct lending fund,venugopal rathi,2,0,0.0,Not found,,0.0,0.8,0.0,1
116,who is the coo of morgan stanley direct lending fund,orit mizrachi,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
116,who is the cfo of morgan stanley direct lending fund,venu rathi,2,0,0.0,Not found,,0.0,0.9,0.0,1
116,who is the managing director of cibc bank usa,nicholas jordan,2,0,0.0,Not found,,0.0,0.7333333333333333,0.0,1
116,what is the role in the agreement of the company where venugopal rathi is employed,the company,2,0,0.0,Not found,,0.0,0.7272727272727273,0.0,1
116,what is the role in the agreement of the company associated with morgan stanley direct lending fund,the company,2,0,0.0,the “ Company ”,,0.6666666666666666,0.26666666666666666,1.0000000000000002,5
117,what position does chris burns hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
117,what position does dawn mace moore hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
117,what position does kirsten jakobsen hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
117,what position does lynn braun hold,executive director,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
117,what position does michael snook hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
117,"who is the chief financial officer of columbia sportswear company,",jim a. swanson,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
117,"who is the executive vice president of columbia sportswear company,",jim a. swanson,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
117,"who is the executive director of jpmorgan chase bank, n.a.",lynn braun,2,0,0.0,Not found,,0.0,0.8,0.0,1
117,who is the vice president of royal bank of canada,kirsten jakobsen,2,0,0.0,Not found,,0.0,0.8125,0.0,1
117,what is the role in the agreement of the company where jim a. swanson is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
117,what is the role in the agreement of the company where kirsten jakobsen is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,what is the role in the agreement of the company where chris burns is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,what is the role in the agreement of the company where dawn mace moore is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,what is the role in the agreement of the company where michael snook is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,"what is the role in the agreement of the company associated with bofa securities, inc.",bookrunner,2,0,0.0,Not found,,0.0,0.8,0.0,1
117,what is the role in the agreement of the company associated with columbia sportswear company,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
117,"what is the role in the agreement of the company associated with wells fargo securities, llc",arranger,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,"what is the role in the agreement of the company associated with columbia sportswear company,",borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
117,what is the role in the agreement of the company associated with royal bank of canada,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
117,"what is the role in the agreement of the company associated with hsbc bank usa, national association",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
103,what position does gavin baiera hold,authorized signatory,1,0,,Not found,,0.0,0.85,0.0,1
103,what position does matthew trybula hold,associate counsel,1,0,,Not found,,0.0,0.6470588235294118,0.0,1
103,what position does paul a. barker hold,manager,1,0,,Not found,,0.0,1.0,0.0,1
103,what position does scott huckins hold,director,1,0,,Not found,,0.0,1.0,0.0,1
103,what position does stephen sernett hold,director,1,0,,Not found,,0.0,1.0,0.0,1
103,what position does stuart brown hold,director,1,0,,Not found,,0.0,1.0,0.0,1
103,"who is the authorized signatory of angelo, gordon co., l.p.",gavin baiera,2,0,0.0,Not found,,0.0,0.9166666666666666,0.0,1
103,who is the manager of claire s luxembourg s.a r.l.,paul a. barker,2,0,0.0,Not found,,0.0,0.9230769230769231,0.0,1
103,who is the associate counsel of cortland capital market services llc,matthew trybula,2,0,0.0,Not found,,0.0,0.8,0.0,1
103,what is the role in the agreement of the company where matthew trybula is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
103,what is the role in the agreement of the company where stephen sernett is employed,guarantor,2,0,0.0,Not found,,0.0,1.0,0.0,1
103,what is the role in the agreement of the company where stuart brown is employed,guarantor,2,0,0.0,Not found,,0.0,1.0,0.0,1
103,what is the role in the agreement of the company where scott huckins is employed,guarantor,2,0,0.0,Not found,,0.0,1.0,0.0,1
103,what is the role in the agreement of the company associated with claire s gibraltar intermediate holdings limited,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
103,"what is the role in the agreement of the company associated with claire s accessories spain, s.l.",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
103,what is the role in the agreement of the company associated with claire s accessories uk ltd,guarantor,2,0,0.0,"Guarantor, Borrower",,0.6666666666666666,0.5,0.5797386715376658,4
103,what is the role in the agreement of the company associated with claire s european distribution limited,guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
103,what is the role in the agreement of the company associated with claire s european services limited,guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
103,what is the role in the agreement of the company associated with claire s france s.a.s.,guarantor,2,0,0.0,Key money deposits in an amount of approximately $58.4 million repayable to Claires France S.A.S. by landlords under leases with respect to the store locations.,,0.0,0.9487179487179487,0.0,1
103,what is the role in the agreement of the company associated with claire s germany gmbh,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
103,what is the role in the agreement of the company associated with claire s holdings s.a. r.l.,guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
103,what is the role in the agreement of the company associated with claire s holding gmbh,guarantor,2,0,0.0,Share Charge (over shares of Claires European Distributions Limited and Claires European Services Limited),,0.0,0.9259259259259259,0.0,1
103,what is the role in the agreement of the company associated with claire s luxembourg s.a. r.l.,guarantor,2,0,0.0,Guarantors,,0.0,0.1,0.0,4
103,what is the role in the agreement of the company associated with claire s switzerland gmbh,guarantor,2,0,0.0,pledgor,,0.0,0.7777777777777778,0.0,3
103,what is the role in the agreement of the company associated with csi luxembourg s.a. r.l.,guarantor,2,0,0.0,Guarantors,,0.0,0.1,0.0,4
103,"what is the role in the agreement of the company associated with botticelli llcc o angelo, gordon co., lp",administrative agent,2,0,0.0,Not found,,0.0,0.8,0.0,1
103,what is the role in the agreement of the company associated with cortland capital market services llc,agent,2,0,0.0,Collateral Agent,,0.6666666666666666,0.6875,0.5797386715376658,1
103,what is the role in the agreement of the company associated with claire s gibraltar holdings limited,borrowers,2,0,0.0,Debenture Claires (Gibraltar) Intermediate Holdings Limited  Mortgage of Shares (of Claires (Gibraltar) Intermediate Holdings Limited granted by Claires (Gibraltar) Holdings Limited (and related acknowledgment thereof)) Claires (Gibraltar) Holdings Limited Claires (Gibraltar) Intermediate Holdings Limited England and Wales,,0.0,0.9727272727272728,0.0,1
103,what is the role in the agreement of the company associated with cortland capital market services llc,collateral agent,2,0,0.0,Collateral Agent,,1.0,0.0,1.0000000000000002,5
103,what is the role in the agreement of the company associated with claire s fashion property corp.,guarantor,2,0,0.0,Guarantors,,0.0,0.1,0.0,4
16,who is the senior managing directo of crystal financial llc,christopher a. arnold,2,0,0.0,Not found,,0.0,0.8,0.0,1
16,who is the senior managing director of crystal financial llc,christopher a. arnold,2,0,0.0,Not found,,0.0,0.8,0.0,1
16,who is the chief executive officer of standard diversified opportunities inc.,ian w. estus,2,0,0.0,Not found,,0.0,0.8181818181818182,0.0,1
16,who is the president of standard diversified opportunities inc.,ian w. estus,2,0,0.0,Not found,,0.0,0.8181818181818182,0.0,1
16,what is the role in the agreement of the company where ian w. estus is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
16,what is the role in the agreement of the company associated with crystal financial spv llc,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
16,what is the role in the agreement of the company associated with standard outdoor llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
16,what is the role in the agreement of the company associated with standard outdoor southeast ii llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
16,what is the role in the agreement of the company associated with standard outdoor southeast i llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
16,what is the role in the agreement of the company associated with standard outdoor southwest llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
16,what is the role in the agreement of the company associated with standard diversified opportunities inc.,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
14,what position does james harris hold,chief financial officer,1,0,,Not found,,0.0,0.8695652173913043,0.0,1
14,what position does todd dittmann hold,authorized person,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
14,"who is the authorized person of ag energy funding, llc",todd dittmann,2,0,0.0,Not found,,0.0,0.7692307692307693,0.0,1
14,"who is the chief financial officer of pacific drilling s.a.,",james harris,2,0,0.0,Not found,,0.0,0.9166666666666666,0.0,1
14,what is the role in the agreement of the company where todd dittmann is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
14,what is the role in the agreement of the company where james harris is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
14,"what is the role in the agreement of the company associated with angelo, gordon energy servicer,llc,",administrative agent,2,0,0.0,Not found,,0.0,0.8,0.0,1
14,"what is the role in the agreement of the company associated with ag energy funding, llc",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
14,"what is the role in the agreement of the company associated with pacific drilling s.a.,",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
28,what company is both the additional credit party and the credit party in the agreement,collegium securities corporation,1,1,0.0,Not found,,0.0,0.875,0.0,1
28,"who is the chief executive officer of collegium pharmaceutical, inc.",joseph ciaffoni,2,0,0.0,Not found,,0.0,0.7333333333333333,0.0,1
28,"who is the president of collegium pharmaceutical, inc.",joseph ciaffoni,2,0,0.0,Not found,,0.0,0.7333333333333333,0.0,1
28,who is the ceo of biopharma credit investments v master lp,pedro gonzalez de cosio,2,0,0.0,Not found,,0.0,0.8695652173913043,0.0,1
28,who is the managing member of biopharma credit investments v master lp,pedro gonzalez de cosio,2,0,0.0,Not found,,0.0,0.8695652173913043,0.0,1
28,who is the ceo of pharmakon advisors lp,pedro gonzalez de cosio,2,0,0.0,Not found,,0.0,0.8695652173913043,0.0,1
28,who is the managing member of pharmakon advisors lp,pedro gonzalez de cosio,2,0,0.0,Not found,,0.0,0.8695652173913043,0.0,1
28,what is the role in the agreement of the company where pedro gonzalez de cosio is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
28,what is the role in the agreement of the company where joseph ciaffoni is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
28,what is the role in the agreement of the company where geoffrey e. secol is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
28,what is the role in the agreement of the company where jen porter is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
28,what is the role in the agreement of the company where shirley kuhlmann is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
28,what is the role in the agreement of the company where paul brannelly is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
28,"what is the role in the agreement of the company associated with collegium pharmaceutical, inc",borrower,2,0,0.0,Borrower or any other Credit Party,,0.2857142857142857,0.7647058823529411,0.3032160644503863,4
28,what is the role in the agreement of the company associated with biopharma credit investments v master lp,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
28,what is the role in the agreement of the company associated with collegium pharmaceutical inc.,borrower,2,0,0.0,Borrower or any other Credit Party,,0.2857142857142857,0.7647058823529411,0.3032160644503863,4
28,what is the role in the agreement of the company associated with collegium securities corporation,credit party,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
28,"what is the role in the agreement of the company associated with pharmakon advisors, lp",investment manager,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
28,"what is the role in the agreement of the company associated with pharmakon management i, llc",partner,2,0,0.0,Not found,,0.0,1.0,0.0,1
28,what is the role in the agreement of the company associated with biopharma credit plc,agent,2,0,0.0,Collateral Agent and a Lender,,0.33333333333333337,0.8275862068965517,0.37997836159100784,1
28,"what is the role in the agreement of the company associated with collegium pharmaceutical, inc.",borrower,2,0,0.0,Borrower or any other Credit Party,,0.2857142857142857,0.7647058823529411,0.3032160644503863,4
28,what is the role in the agreement of the company associated with akin gump strauss hauer feld llp,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
28,what is the role in the agreement of the company associated with pepper hamilton llp,borrower,2,0,0.0,copy to (which shall not constitute notice),,0.0,0.9069767441860465,0.0,1
28,what is the role in the agreement of the company associated with pharmakon advisors lp,agent,2,0,0.0,Pharmakon Advisors LP receives copies of notices but these do not constitute official notice.,,0.0,0.9565217391304348,0.0,1
28,what is the role in the agreement of the company associated with akin gump strauss hauer feld llp,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
28,what is the role in the agreement of the company associated with pharmakon advisors lp,lender,2,0,0.0,Pharmakon Advisors LP receives copies of notices but these do not constitute official notice.,,0.0,0.9456521739130435,0.0,1
129,what position does elizabeth a. jordan hold,authorized officer,1,0,,Not found,,0.0,0.8333333333333334,0.0,1
129,"who is the authorized officer of jpmorgan chase bank, n.a.",elizabeth a. jordan,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
129,who is the chief financial officer of ghm acquisition corp.,jeffrey glajch,2,0,0.0,Not found,,0.0,0.9285714285714286,0.0,1
129,who is the secretary of ghm acquisition corp.,jeffrey glajch,2,0,0.0,Not found,,0.0,0.9285714285714286,0.0,1
129,what is the role in the agreement of the company associated with graham corporation,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
115,what position does adam rose hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
115,"who is the senior vice president of bank of america, n.a.",adam rose,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
115,"who is the chief legal officer of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Not found,,0.0,0.8666666666666667,0.0,1
115,"who is the secretary of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Not found,,0.0,0.8666666666666667,0.0,1
115,"who is the vice president of horizon distributors, inc.",jennifer m. neil,2,0,0.0,Not found,,0.0,0.8666666666666667,0.0,1
115,who is the assistant secretary of pool corporation,melanie housey hart,2,0,0.0,Not found,,0.0,0.7894736842105263,0.0,1
115,who is the chief accounting officer of pool corporation,melanie housey hart,2,0,0.0,Not found,,0.0,0.7894736842105263,0.0,1
115,who is the president of pool corporation,melanie housey hart,2,0,0.0,Not found,,0.0,0.7894736842105263,0.0,1
115,who is the treasurer of pool corporation,melanie housey hart,2,0,0.0,Not found,,0.0,0.7894736842105263,0.0,1
115,who is the chief legal officer of pool corporation,jennifer m. neil,2,0,0.0,Not found,,0.0,0.8666666666666667,0.0,1
115,who is the vice president of pool corporation,jennifer m. neil,2,0,0.0,Not found,,0.0,0.8666666666666667,0.0,1
115,what is the role in the agreement of the company where adam rose is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,what is the role in the agreement of the company where jennifer m. neil is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
115,what is the role in the agreement of the company where melanie housey hart is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
115,"what is the role in the agreement of the company associated with alliance trading, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,"what is the role in the agreement of the company associated with cypress, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,what is the role in the agreement of the company associated with poolfx supply llc,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,what is the role in the agreement of the company associated with pool development llc,guarantors,2,0,0.0,Borrower,,0.0,0.8,0.0,1
115,what is the role in the agreement of the company associated with scp distributors llc,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,"what is the role in the agreement of the company associated with scp international, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,"what is the role in the agreement of the company associated with splash holdings, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,what is the role in the agreement of the company associated with superior pool products llc,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,"what is the role in the agreement of the company associated with bank of america, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,"what is the role in the agreement of the company associated with horizon distributors, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
115,what is the role in the agreement of the company associated with pool corporation,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
101,what position does deborah t. purvin hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
101,what position does spencer sockwell hold,corporate healthcare banking manager,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
101,what position does stanton m. nelson hold,ceo,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
101,"who is the ceo of foundation healthcare, inc.",stanton m. nelson,2,0,0.0,Not found,,0.0,0.8125,0.0,1
101,who is the corporate healthcare banking manager of legacytexas bank,spencer sockwell,2,0,0.0,Not found,,0.0,0.8125,0.0,1
101,"who is the senior vice president of texas capital bank, national association",deborah t. purvin,2,0,0.0,Not found,,0.0,0.8125,0.0,1
101,what is the role in the agreement of the company where spencer sockwell is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
101,what is the role in the agreement of the company associated with legacytexas bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what position does christopher m. ames hold,"svp, global relationship manager",1,0,,Not found,,0.0,0.8709677419354839,0.0,1
100,what position does mark strzynski hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
100,what position does marshall trenckmann hold,executive director,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
100,what position does min park hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
100,what position does tyler j. mei hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
100,what position does alexis coyle hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
100,what position does darran wee hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
100,what position does lee merkle raymond hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
100,what position does sony ben moshe hold,esq.,1,0,,Not found,,0.0,1.0,0.0,1
100,what position does teuta ghilaga hold,director,1,0,,Not found,,0.0,1.0,0.0,1
100,what position does thomas avery hold,relationship manager,1,0,,Not found,,0.0,0.9,0.0,1
100,"who is the senior vice president of citizens bank, national association",darran wee,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,who is the vice president of comerica bank,mark strzynski,2,0,0.0,Not found,,0.0,0.8571428571428571,0.0,1
100,"who is the svp, global relationship manager of hsbc bank usa",christopher m. ames,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
100,who is the vice president of suntrust bank,min park,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,5
100,who is the managing director of bank of the west,lee merkle raymond,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
100,who is the senior vice president of bbva compass,tyler j. mei,2,0,0.0,Not found,,0.0,0.9090909090909091,0.0,1
100,who is the managing director of east west bank,alexis coyle,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
100,who is the relationship manager of fifth third bank,thomas avery,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
100,who is the executive director of jpmorgan chase bank,marshall trenckmann,2,0,0.0,Not found,,0.0,0.8947368421052632,0.0,1
100,who is the director of mufg union bank,teuta ghilaga,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
100,"who is the chief financial officer of omnicell, inc.",peter kuipers,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
100,"who is the executive vice president of omnicell, inc.",peter kuipers,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
100,"who is the vp relationship manager of wells fargo bank, national association",ray aguilar,2,0,0.0,Ray Aguilar,,1.0,0.0,1.0000000000000002,5
100,"who is the vice president relationship manager of wells fargo bank, national association",ray aguilar,2,0,0.0,Ray Aguilar,,1.0,0.0,1.0000000000000002,5
100,"who is the chief legal and administrative officer of omnicell, inc.",dan johnston,2,0,0.0,Not found,,0.0,0.75,0.0,1
100,"who is the vice president of omnicell, inc.",dan johnston,2,0,0.0,Not found,,0.0,0.75,0.0,1
100,who is the esq. of latham watkins llp,sony ben moshe,2,0,0.0,Not found,,0.0,0.7857142857142857,0.0,1
100,what is the role in the agreement of the company where darran wee is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where mark strzynski is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where christopher m. ames is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where lee merkle raymond is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where tyler j. mei is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where alexis coyle is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where thomas avery is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where marshall trenckmann is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where teuta ghilaga is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company where peter kuipers is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
100,what is the role in the agreement of the company where dan johnston is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
100,"what is the role in the agreement of the company associated with bank of the west, fifth third bank",agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
100,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a.",agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
100,"what is the role in the agreement of the company associated with mufg union bank, n.a.",agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
100,"what is the role in the agreement of the company associated with citizens bank, national association",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with comerica bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with hsbc bank usa,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with bank of the west,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with bbva compass,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with east west bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with fifth third bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with jpmorgan chase bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,what is the role in the agreement of the company associated with mufg union bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
100,"what is the role in the agreement of the company associated with omnicell, inc.",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
100,"what is the role in the agreement of the company associated with wells fargo bank, national association",agent,2,0,0.0,Administrative Agent,,0.6666666666666666,0.75,0.5797386715376658,1
114,what position does maurice amsellem hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
114,what position does peter feret hold,chief financial officer,1,0,,Chief Financial Officer,,1.0,0.0,1.0000000000000002,5
114,"who is the authorized signatory of apollo capital management gp, llc",maurice amsellem,2,0,0.0,Maurice Amsellem,,1.0,0.0,1.0000000000000002,5
