Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,f1_score,edit_distance,cosine_similarity
911,60,"what role do both bofa securities, inc. and pnc bank, national association have in the agreement",,1,1,0.0,Not found,0.0,0.0,0.0
912,60,"what role do both bofa securities, inc. and td bank, n.a. have in the agreement",,1,1,0.0,Not found,0.0,0.0,0.0
913,60,"what role do both bofa securities, inc. and wells fargo bank, national association have in the agreement",,1,1,0.0,Not found,0.0,0.0,0.0
914,60,"what role do both bofa securities, inc. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
915,60,"what role do both bofa securities, inc. and regions bank have in the agreement",,1,1,0.0,Not found,0.0,0.0,0.0
916,60,"what role do both citibank, n.a. and fifth third bank, national association have in the agreement",,1,1,0.0,Administrative Agent and Senior Managing Agents,0.0,0.0,0.0
917,60,"what role do both citibank, n.a. and goldman sachs bank usa have in the agreement",,1,1,0.0,Administrative Agent and Senior Managing Agents,0.0,0.0,0.0
918,60,"what role do both citibank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,Administrative Agent and Documentation Agents,0.0,0.0,0.0
919,60,"what role do both citibank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,Administrative Agent and Senior Managing Agents,0.0,0.0,0.0
920,60,"what role do both citibank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,Administrative Agent and Documentation Agents,0.0,0.0,0.0
921,60,"what role do both citibank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Administrative Agent and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
922,60,"what role do both citibank, n.a. and regions bank have in the agreement",,1,1,0.0,Administrative Agent and Senior Managing Agents,0.0,0.0,0.0
923,60,"what role do both fifth third bank, national association and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
924,60,"what role do both fifth third bank, national association and mufg bank, ltd. have in the agreement",,1,1,0.0,Senior Managing Agents and Syndication Agent,0.0,0.0,0.0
925,60,"what role do both fifth third bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
926,60,"what role do both fifth third bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
927,60,"what role do both goldman sachs bank usa and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
928,60,"what role do both goldman sachs bank usa and mufg bank, ltd. have in the agreement",,1,1,0.0,Senior Managing Agents and Syndication Agent,0.0,0.0,0.0
929,60,what role do both goldman sachs bank usa and pnc capital markets llc have in the agreement,,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
930,60,what role do both goldman sachs bank usa and wells fargo securities llc have in the agreement,,1,1,0.0,Senior Managing Agents and Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
931,60,"what role do both jpmorgan chase bank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners and Documentation Agents,0.0,0.0,0.0
932,60,"what role do both jpmorgan chase bank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners and Senior Managing Agents,0.0,0.0,0.0
933,60,"what role do both jpmorgan chase bank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners and Documentation Agents,0.0,0.0,0.0
934,60,"what role do both jpmorgan chase bank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners,0.0,0.0,0.0
935,60,"what role do both jpmorgan chase bank, n.a. and regions bank have in the agreement",,1,1,0.0,Joint Lead Arrangers and Joint Bookrunners and Senior Managing Agents,0.0,0.0,0.0
936,60,"what role do both mufg bank, ltd. and pnc bank, national association have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent; PNC Bank, National Association is a Documentation Agent.",0.0,0.0,0.0
937,60,"what role do both mufg bank, ltd. and td bank, n.a. have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent; TD Bank, N.A. is a Senior Managing Agent.",0.0,0.0,0.0
938,60,"what role do both mufg bank, ltd. and wells fargo bank, national association have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent; Wells Fargo Bank, National Association is a Documentation Agent.",0.0,0.0,0.0
939,60,"what role do both mufg bank, ltd. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent; JPMorgan Chase Bank, N.A. is a Documentation Agent and Joint Lead Arranger.",0.0,0.0,0.0
940,60,"what role do both mufg bank, ltd. and regions bank have in the agreement",,1,1,0.0,"MUFG Bank, Ltd. is the Syndication Agent; Regions Bank is a Senior Managing Agent.",0.0,0.0,0.0
941,60,"what role do both pnc bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"PNC Bank, National Association is a Documentation Agent; PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.0
942,60,"what role do both pnc bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"PNC Bank, National Association is a Documentation Agent; Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.0
943,60,"what role do both pnc capital markets llc and td bank, n.a. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; TD Bank, N.A. is a Senior Managing Agent.",0.0,0.0,0.0
944,60,"what role do both pnc capital markets llc and wells fargo bank, national association have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; Wells Fargo Bank, National Association is a Documentation Agent.",0.0,0.0,0.0
945,60,"what role do both pnc capital markets llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; JPMorgan Chase Bank, N.A. is a Documentation Agent and Joint Lead Arranger.",0.0,0.0,0.0
946,60,what role do both pnc capital markets llc and regions bank have in the agreement,,1,1,0.0,PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; Regions Bank is a Senior Managing Agent.,0.0,0.0,0.0
947,60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner; Mizuho Bank, Ltd. is a Documentation Agent and Joint Lead Arranger.",0.0,0.0,0.0
948,60,"what role do both td bank, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,"TD Bank, N.A. is a Senior Managing Agent; Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.0
949,60,"what role do both wells fargo bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"Wells Fargo Bank, National Association is a Documentation Agent; Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner.",0.0,0.0,0.0
950,60,"what role do both wells fargo securities llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner; JPMorgan Chase Bank, N.A. is a Documentation Agent and Joint Lead Arranger.",0.0,0.0,0.0
951,60,what role do both wells fargo securities llc and regions bank have in the agreement,,1,1,0.0,Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner; Regions Bank is a Senior Managing Agent.,0.0,0.0,0.0
952,60,what company is both the documentation agent and the agent in the agreement,"n.a., bank of america",1,1,0.0,Not found,0.0,0.16666666666666663,0.0
953,60,what company is both the  bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
954,60,what company is both the  bookrunners and the bookrunners in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
955,60,what company is both the documentation agent and the agent in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
956,60,what company is both the lead bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
957,60,what company is both the  book manager and the book manager in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
958,60,what company is both the  book runner and the book runner in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
959,60,what company is both the  lead arranger and the lead arranger in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
960,60,what company is both the lead arranger and the arranger in the agreement,bank of montreal,1,1,0.0,Not found,0.0,0.25,0.0
961,60,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found,0.0,0.21052631578947367,0.0
962,60,what company is both the lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found,0.0,0.21052631578947367,0.0
963,60,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
964,60,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
965,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
966,60,what company is both the  book manager and the book manager in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
967,60,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
968,60,what company is both the lead arranger and the arranger in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
969,60,what company is both the  book runner and the book runner in the agreement,"n.a., citibank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
970,60,what company is both the documentation agent and the agent in the agreement,"fifth third bank, national association",1,1,0.0,Not found,0.0,0.10810810810810811,0.0
971,60,what company is both the documentation agent and the agent in the agreement,goldman sachs bank usa,1,1,0.0,Not found,0.0,0.13636363636363635,0.0
972,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
973,60,what company is both the lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
974,60,what company is both the  bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
975,60,what company is both the  bookrunners and the bookrunners in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
976,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
977,60,what company is both the  book manager and the book manager in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
978,60,what company is both the  lead arranger and the lead arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
979,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
980,60,what company is both the  book runner and the book runner in the agreement,"ltd., mufg bank",1,1,0.0,Not found,0.0,0.23076923076923073,0.0
981,60,what company is both the documentation agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,Not found,0.0,0.13793103448275867,0.0
982,60,what company is both the  bookrunner and the bookrunner in the agreement,pnc capital markets llc,1,1,0.0,Not found,0.0,0.13043478260869568,0.0
983,60,what company is both the  bookrunners and the bookrunners in the agreement,pnc capital markets llc,1,1,0.0,Not found,0.0,0.13043478260869568,0.0
984,60,what company is both the  book manager and the book manager in the agreement,pnc capital markets llc,1,1,0.0,Not found,0.0,0.13043478260869568,0.0
985,60,what company is both the  lead arranger and the lead arranger in the agreement,pnc capital markets llc,1,1,0.0,Not found,0.0,0.13043478260869568,0.0
986,60,what company is both the  book runner and the book runner in the agreement,pnc capital markets llc,1,1,0.0,Not found,0.0,0.13043478260869568,0.0
987,60,what company is both the documentation agent and the agent in the agreement,"n.a., td bank",1,1,0.0,Not found,0.0,0.30000000000000004,0.0
988,60,what company is both the  bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
989,60,what company is both the  bookrunners and the bookrunners in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
990,60,what company is both the documentation agent and the agent in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
991,60,what company is both the lead bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
992,60,what company is both the  book manager and the book manager in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
993,60,what company is both the  book runner and the book runner in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
994,60,what company is both the  lead arranger and the lead arranger in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
995,60,what company is both the lead arranger and the arranger in the agreement,u.s. bank national association,1,1,0.0,Not found,0.0,0.1428571428571429,0.0
996,60,what company is both the documentation agent and the agent in the agreement,"wells fargo bank, national association",1,1,0.0,Not found,0.0,0.10810810810810811,0.0
997,60,what company is both the lead bookrunner and the bookrunner in the agreement,wells fargo securities llc,1,1,0.0,Not found,0.0,0.15384615384615385,0.0
998,60,what company is both the lead arranger and the arranger in the agreement,wells fargo securities llc,1,1,0.0,Not found,0.0,0.15384615384615385,0.0
999,60,what company is both the documentation agent and the agent in the agreement,"n.a, jpmorgan chase bank",1,1,0.0,Not found,0.0,0.18181818181818177,0.0
1000,60,what company is both the documentation agent and the agent in the agreement,regions bank,1,1,0.0,Not found,0.0,0.16666666666666663,0.0
1001,60,what company is both the documentation agent and the agent in the agreement,"ltd., mizuho bank",1,1,0.0,Not found,0.0,0.19999999999999996,0.0
1002,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mizuho bank",1,1,0.0,Not found,0.0,0.19999999999999996,0.0
1003,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mizuho bank",1,1,0.0,Not found,0.0,0.19999999999999996,0.0
1004,60,what company is both the  bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1005,60,what company is both the  bookrunners and the bookrunners in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1006,60,what company is both the documentation agent and the agent in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1007,60,what company is both the lead bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1008,60,what company is both the  book manager and the book manager in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1009,60,what company is both the  book runner and the book runner in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1010,60,what company is both the  lead arranger and the lead arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1011,60,what company is both the lead arranger and the arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found,0.0,0.17391304347826086,0.0
1012,60,what company is both the  bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1013,60,what company is both the  bookrunners and the bookrunners in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1014,60,what company is both the documentation agent and the agent in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1015,60,what company is both the lead bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1016,60,what company is both the  book manager and the book manager in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1017,60,what company is both the  book runner and the book runner in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1018,60,what company is both the  lead arranger and the lead arranger in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1019,60,what company is both the lead arranger and the arranger in the agreement,"capital one, national association",1,1,0.0,Not found,0.0,0.125,0.0
1020,60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0.0,Anthony Galea,1.0,1.0,1.0000000000000002
1021,60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown,1.0,1.0,1.0000000000000002
1022,60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown,1.0,1.0,1.0000000000000002
1023,60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0.0,Stephanie Herndon,1.0,1.0,1.0000000000000002
1024,60,who is the assistant vice president of bank of the west,caroline smith,2,0,0.0,Caroline Smith,1.0,1.0,1.0000000000000002
1025,60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0.0,"Borrower, Guarantor",0.0,0.11111111111111116,0.0
1026,60,"what is the role in the agreement of the company associated with bank of america, n.a.",agents,2,0,0.0,Documentation Agent,0.0,0.21052631578947367,0.0
1027,60,"what is the role in the agreement of the company associated with fifth third bank, national association",agents,2,0,0.0,Senior Managing Agent,0.0,0.19047619047619047,0.0
1028,60,what is the role in the agreement of the company associated with fitch ratings,agency,2,0,0.0,Not found,0.0,0.0,0.0
1029,60,what is the role in the agreement of the company associated with goldman sachs bank usa,agents,2,0,0.0,Senior Managing Agent,0.0,0.19047619047619047,0.0
1030,60,"what is the role in the agreement of the company associated with leidos, inc.",borrower,2,0,0.0,Borrower,1.0,1.0,1.0
1031,60,"what is the role in the agreement of the company associated with moody s investors service, inc.",agency,2,0,0.0,Not found,0.0,0.0,0.0
1032,60,"what is the role in the agreement of the company associated with pnc bank, national association",agents,2,0,0.0,Documentation Agent,0.0,0.21052631578947367,0.0
1033,60,what is the role in the agreement of the company associated with pnc capital markets llc,bookrunners,2,0,0.0,"Lead Arranger, Bookrunner",0.0,0.375,0.0
1034,60,"what is the role in the agreement of the company associated with td bank, n.a.",agents,2,0,0.0,Senior Managing Agent,0.0,0.19047619047619047,0.0
1035,60,"what is the role in the agreement of the company associated with wells fargo bank, national association",agents,2,0,0.0,Documentation Agent,0.0,0.21052631578947367,0.0
1036,60,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agents,2,0,0.0,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents",0.25,0.09523809523809523,0.23076792961123066
1037,60,"what is the role in the agreement of the company associated with leidos holdings, inc.",holdings,2,0,0.0,Holdings,1.0,1.0,1.0
1038,60,what is the role in the agreement of the company associated with regions bank,agents,2,0,0.0,Senior Managing Agents,0.5,0.2727272727272727,0.44943641652398214
1371,66,what position does ben snodgrass hold,vice president,1,0,,Not found,0.0,0.1428571428571429,0.0
1372,66,what position does bret douglas hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1373,66,what position does cecile segovia hold,director,1,0,,Not found,0.0,0.0,0.0
1374,66,what position does darin mullis hold,managing director,1,0,,Not found,0.0,0.11764705882352944,0.0
1375,66,what position does erik barragan hold,authorized officer,1,0,,Not found,0.0,0.16666666666666663,0.0
1376,66,what position does erin robinson hold,managing director,1,0,,Not found,0.0,0.11764705882352944,0.0
1377,66,what position does james riley hold,authorized signer,1,0,,Not found,0.0,0.17647058823529416,0.0
1378,66,what position does joseph d. hricovsky hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1379,66,what position does karen m. dahlquist hold,duly authorized signatory,1,0,,Not found,0.0,0.12,0.0
1380,66,what position does kathryn e. benjamin hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1381,66,what position does kevin wood hold,director,1,0,,Not found,0.0,0.0,0.0
1382,66,what position does kristie li hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1383,66,what position does tanille ingle hold,vice president,1,0,,Not found,0.0,0.1428571428571429,0.0
1384,66,what position does tom priedeman hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1385,66,what company is both the  bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1386,66,what company is both the  bookrunners and the bookrunners in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1387,66,what company is both the lead bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1388,66,what company is both the  book manager and the book manager in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1389,66,what company is both the  lead arranger and the lead arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1390,66,what company is both the lead arranger and the arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1391,66,what company is both the  book runner and the book runner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1392,66,what company is both the  bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1393,66,what company is both the  bookrunners and the bookrunners in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1394,66,what company is both the lead bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1395,66,what company is both the  book manager and the book manager in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1396,66,what company is both the  lead arranger and the lead arranger in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1397,66,what company is both the lead arranger and the arranger in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1398,66,what company is both the  book runner and the book runner in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1399,66,what company is both the  bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1400,66,what company is both the  bookrunners and the bookrunners in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1401,66,what company is both the lead bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1402,66,what company is both the  book manager and the book manager in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1403,66,what company is both the  lead arranger and the lead arranger in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1404,66,what company is both the lead arranger and the arranger in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1405,66,what company is both the  book runner and the book runner in the agreement,barclays bank plc,1,1,0.0,Not found,0.0,0.05882352941176472,0.0
1406,66,what company is both the  bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1407,66,what company is both the  bookrunners and the bookrunners in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1408,66,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1409,66,what company is both the  book manager and the book manager in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found,0.0,0.11111111111111116,0.0
