Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,f1_score,edit_distance,cosine_similarity
941,60,"what role do both pnc bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"PNC Bank, National Association is the Senior Managing Agent and PNC Capital Markets LLC is the Arranger.",0.0,0.0,0.0
942,60,"what role do both pnc bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"PNC Bank, National Association is the Senior Managing Agent and Wells Fargo Securities LLC is the Arranger.",0.0,0.0,0.0
943,60,"what role do both pnc capital markets llc and td bank, n.a. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is the Arranger and TD Bank, N.A. is the Senior Managing Agent.",0.0,0.0,0.0
944,60,"what role do both pnc capital markets llc and wells fargo bank, national association have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is the Arranger and Wells Fargo Bank, National Association is the Senior Managing Agent.",0.0,0.0,0.0
945,60,"what role do both pnc capital markets llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is the Arranger and JPMorgan Chase Bank, N.A is the Senior Managing Agent.",0.0,0.0,0.0
946,60,what role do both pnc capital markets llc and regions bank have in the agreement,,1,1,0.0,PNC Capital Markets LLC is the Arranger and Regions Bank is the Senior Managing Agent.,0.0,0.0,0.0
947,60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",,1,1,0.0,"PNC Capital Markets LLC is the Arranger and Mizuho Bank, Ltd. is the Senior Managing Agent.",0.0,0.0,0.0
948,60,"what role do both td bank, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,"TD Bank, N.A. is the Senior Managing Agent and Wells Fargo Securities LLC is the Arranger.",0.0,0.0,0.0
949,60,"what role do both wells fargo bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"Wells Fargo Bank, National Association is the Senior Managing Agent and Wells Fargo Securities LLC is the Arranger.",0.0,0.0,0.0
950,60,"what role do both wells fargo securities llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"Wells Fargo Securities LLC is the Arranger and JPMorgan Chase Bank, N.A is the Senior Managing Agent.",0.0,0.0,0.0
951,60,what role do both wells fargo securities llc and regions bank have in the agreement,,1,1,0.0,Wells Fargo Securities LLC is the Arranger and Regions Bank is the Senior Managing Agent.,0.0,0.0,0.0
952,60,what company is both the documentation agent and the agent in the agreement,"n.a., bank of america",1,1,0.0,"PNC Bank, National Association is both the Documentation Agent and the Agent.",0.14285714285714288,0.18666666666666665,0.06865710564998488
953,60,what company is both the  bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Bookrunner and the Bookrunner.",0.0,0.2075471698113207,0.0
954,60,what company is both the  bookrunners and the bookrunners in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Bookrunners and the Bookrunners.",0.0,0.21818181818181814,0.0
955,60,what company is both the documentation agent and the agent in the agreement,bank of montreal,1,1,0.0,"PNC Bank, National Association is both the Documentation Agent and the Agent.",0.15384615384615383,0.17333333333333334,0.0812072650743486
956,60,what company is both the lead bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Lead Bookrunner and the Bookrunner.",0.0,0.18965517241379315,0.0
957,60,what company is both the  book manager and the book manager in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Book Manager and the Book Manager.",0.0,0.21052631578947367,0.0
958,60,what company is both the  book runner and the book runner in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Book Runner and the Book Runner.",0.0,0.19999999999999996,0.0
959,60,what company is both the  lead arranger and the lead arranger in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Lead Arranger.",0.0,0.2033898305084746,0.0
960,60,what company is both the lead arranger and the arranger in the agreement,bank of montreal,1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Arranger.",0.0,0.20370370370370372,0.0
961,60,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,"Citibank, N.A. is both the Lead Bookrunner and the Bookrunner.",0.0,0.18965517241379315,0.0
962,60,what company is both the lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Arranger.",0.0,0.18518518518518523,0.0
963,60,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Bookrunner and the Bookrunner.",0.4444444444444445,0.15094339622641506,0.2903209973602377
964,60,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Bookrunners and the Bookrunners.",0.4444444444444445,0.1454545454545455,0.2903209973602377
965,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Lead Bookrunner and the Bookrunner.",0.4,0.13793103448275867,0.2789425453258252
966,60,what company is both the  book manager and the book manager in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Book Manager and the Book Manager.",0.4,0.14035087719298245,0.25145803742726686
967,60,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Lead Arranger.",0.4,0.10169491525423724,0.25145803742726686
968,60,what company is both the lead arranger and the arranger in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Arranger.",0.4,0.11111111111111116,0.2789425453258252
969,60,what company is both the  book runner and the book runner in the agreement,"n.a., citibank",1,1,0.0,"Citibank, N.A. is both the Book Runner and the Book Runner.",0.4,0.1454545454545455,0.25145803742726686
970,60,what company is both the documentation agent and the agent in the agreement,"fifth third bank, national association",1,1,0.0,"PNC Bank, National Association is both the Documentation Agent and the Agent.",0.4,0.24,0.21248275333494787
971,60,what company is both the documentation agent and the agent in the agreement,goldman sachs bank usa,1,1,0.0,"PNC Bank, National Association is both the Documentation Agent and the Agent.",0.14285714285714288,0.16000000000000003,0.06865710564998488
972,60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,"Citibank, N.A. is both the Lead Bookrunner and the Bookrunner.",0.16666666666666666,0.18965517241379315,0.07356504454762458
973,60,what company is both the lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Arranger.",0.16666666666666666,0.2222222222222222,0.07356504454762458
974,60,what company is both the  bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Bookrunner and the Bookrunner.",0.0,0.13207547169811318,0.0
975,60,what company is both the  bookrunners and the bookrunners in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Bookrunners and the Bookrunners.",0.0,0.12727272727272732,0.0
976,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Lead Bookrunner and the Bookrunner.",0.0,0.12068965517241381,0.0
977,60,what company is both the  book manager and the book manager in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Book Manager and the Book Manager.",0.0,0.14035087719298245,0.0
978,60,what company is both the  lead arranger and the lead arranger in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Lead Arranger.",0.0,0.11864406779661019,0.0
979,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Arranger.",0.0,0.12962962962962965,0.0
980,60,what company is both the  book runner and the book runner in the agreement,"ltd., mufg bank",1,1,0.0,"Citibank, N.A. is both the Book Runner and the Book Runner.",0.0,0.12727272727272732,0.0
981,60,what company is both the documentation agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,"PNC Bank, National Association is both the Documentation Agent and the Agent.",0.5714285714285715,0.3866666666666667,0.3799783615910079
982,60,what company is both the  bookrunner and the bookrunner in the agreement,pnc capital markets llc,1,1,0.0,"Citibank, N.A. is both the Bookrunner and the Bookrunner.",0.0,0.18867924528301883,0.0
983,60,what company is both the  bookrunners and the bookrunners in the agreement,pnc capital markets llc,1,1,0.0,"Citibank, N.A. is both the Bookrunners and the Bookrunners.",0.0,0.18181818181818177,0.0
984,60,what company is both the  book manager and the book manager in the agreement,pnc capital markets llc,1,1,0.0,"Citibank, N.A. is both the Book Manager and the Book Manager.",0.0,0.19298245614035092,0.0
985,60,what company is both the  lead arranger and the lead arranger in the agreement,pnc capital markets llc,1,1,0.0,"Citibank, N.A. is both the Lead Arranger and the Lead Arranger.",0.0,0.2033898305084746,0.0
986,60,what company is both the  book runner and the book runner in the agreement,pnc capital markets llc,1,1,0.0,"Citibank, N.A.",0.0,0.26086956521739135,0.0
987,60,what company is both the documentation agent and the agent in the agreement,"n.a., td bank",1,1,0.0,"Bank of America, N.A.",0.5714285714285715,0.2777777777777778,0.4112070550676187
988,60,what company is both the  bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
989,60,what company is both the  bookrunners and the bookrunners in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
990,60,what company is both the documentation agent and the agent in the agreement,u.s. bank national association,1,1,0.0,"Bank of America, N.A.",0.25,0.3214285714285714,0.1443835552773867
991,60,what company is both the lead bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
992,60,what company is both the  book manager and the book manager in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
993,60,what company is both the  book runner and the book runner in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
994,60,what company is both the  lead arranger and the lead arranger in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
995,60,what company is both the lead arranger and the arranger in the agreement,u.s. bank national association,1,1,0.0,"BofA Securities, Inc.",0.0,0.1428571428571429,0.0
996,60,what company is both the documentation agent and the agent in the agreement,"wells fargo bank, national association",1,1,0.0,"Bank of America, N.A.",0.22222222222222224,0.2432432432432432,0.1273595297947935
997,60,what company is both the lead bookrunner and the bookrunner in the agreement,wells fargo securities llc,1,1,0.0,"BofA Securities, Inc.",0.28571428571428575,0.5769230769230769,0.17077611319011649
998,60,what company is both the lead arranger and the arranger in the agreement,wells fargo securities llc,1,1,0.0,"BofA Securities, Inc.",0.28571428571428575,0.5769230769230769,0.17077611319011649
999,60,what company is both the documentation agent and the agent in the agreement,"n.a, jpmorgan chase bank",1,1,0.0,"Bank of America, N.A.",0.5,0.2272727272727273,0.3360969272762575
1000,60,what company is both the documentation agent and the agent in the agreement,regions bank,1,1,0.0,"Bank of America, N.A.",0.3333333333333333,0.16666666666666663,0.22028815056182968
1001,60,what company is both the documentation agent and the agent in the agreement,"ltd., mizuho bank",1,1,0.0,"Bank of America, N.A.",0.28571428571428575,0.16666666666666663,0.17077611319011649
1002,60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mizuho bank",1,1,0.0,"BofA Securities, Inc.",0.0,0.1578947368421053,0.0
1003,60,what company is both the lead arranger and the arranger in the agreement,"ltd., mizuho bank",1,1,0.0,"BofA Securities, Inc.",0.0,0.1578947368421053,0.0
1004,60,what company is both the  bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1005,60,what company is both the  bookrunners and the bookrunners in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1006,60,what company is both the documentation agent and the agent in the agreement,the bank of nova scotia,1,1,0.0,"Bank of America, N.A.",0.4444444444444445,0.4347826086956522,0.2912194185636897
1007,60,what company is both the lead bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1008,60,what company is both the  book manager and the book manager in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1009,60,what company is both the  book runner and the book runner in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1010,60,what company is both the  lead arranger and the lead arranger in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1011,60,what company is both the lead arranger and the arranger in the agreement,the bank of nova scotia,1,1,0.0,"BofA Securities, Inc.",0.0,0.08695652173913049,0.0
1012,60,what company is both the  bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1013,60,what company is both the  bookrunners and the bookrunners in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1014,60,what company is both the documentation agent and the agent in the agreement,"capital one, national association",1,1,0.0,"Bank of America, N.A.",0.0,0.21875,0.0
1015,60,what company is both the lead bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1016,60,what company is both the  book manager and the book manager in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1017,60,what company is both the  book runner and the book runner in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1018,60,what company is both the  lead arranger and the lead arranger in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1019,60,what company is both the lead arranger and the arranger in the agreement,"capital one, national association",1,1,0.0,"BofA Securities, Inc.",0.0,0.1875,0.0
1020,60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0.0,Anthony Galea,1.0,1.0,1.0000000000000002
1021,60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown,1.0,1.0,1.0000000000000002
1022,60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown,1.0,1.0,1.0000000000000002
1023,60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0.0,Stephanie Herndon,1.0,1.0,1.0000000000000002
1024,60,who is the assistant vice president of bank of the west,caroline smith,2,0,0.0,Caroline Smith,1.0,1.0,1.0000000000000002
1025,60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0.0,Borrower,0.0,0.125,0.0
1026,60,"what is the role in the agreement of the company associated with bank of america, n.a.",agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1027,60,"what is the role in the agreement of the company associated with fifth third bank, national association",agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1028,60,what is the role in the agreement of the company associated with fitch ratings,agency,2,0,0.0,Rating agency,0.6666666666666666,0.46153846153846156,0.5797386715376658
1029,60,what is the role in the agreement of the company associated with goldman sachs bank usa,agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1030,60,"what is the role in the agreement of the company associated with leidos, inc.",borrower,2,0,0.0,Borrower,1.0,1.0,1.0
1031,60,"what is the role in the agreement of the company associated with moody s investors service, inc.",agency,2,0,0.0,Rating agency,0.6666666666666666,0.46153846153846156,0.5797386715376658
1032,60,"what is the role in the agreement of the company associated with pnc bank, national association",agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1033,60,what is the role in the agreement of the company associated with pnc capital markets llc,bookrunners,2,0,0.0,Arranger,0.0,0.36363636363636365,0.0
1034,60,"what is the role in the agreement of the company associated with td bank, n.a.",agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1035,60,"what is the role in the agreement of the company associated with wells fargo bank, national association",agents,2,0,0.0,Lender,0.0,0.16666666666666663,0.0
1036,60,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agents,2,0,0.0,"The company associated with JPMorgan Chase Bank, N.A. is a Lender.",0.0,0.08064516129032262,0.0
1037,60,"what is the role in the agreement of the company associated with leidos holdings, inc.",holdings,2,0,0.0,"The company associated with Leidos Holdings, Inc. is a Guarantor.",0.18181818181818182,0.12903225806451613,0.24395572500006343
1038,60,what is the role in the agreement of the company associated with regions bank,agents,2,0,0.0,The company associated with Regions Bank is a Senior Managing Agent.,0.0,0.05970149253731338,0.0
1371,66,what position does ben snodgrass hold,vice president,1,0,,Not found,0.0,0.1428571428571429,0.0
1372,66,what position does bret douglas hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1373,66,what position does cecile segovia hold,director,1,0,,Not found,0.0,0.0,0.0
1374,66,what position does darin mullis hold,managing director,1,0,,Not found,0.0,0.11764705882352944,0.0
1375,66,what position does erik barragan hold,authorized officer,1,0,,Not found,0.0,0.16666666666666663,0.0
1376,66,what position does erin robinson hold,managing director,1,0,,Not found,0.0,0.11764705882352944,0.0
1377,66,what position does james riley hold,authorized signer,1,0,,Not found,0.0,0.17647058823529416,0.0
1378,66,what position does joseph d. hricovsky hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1379,66,what position does karen m. dahlquist hold,duly authorized signatory,1,0,,Not found,0.0,0.12,0.0
1380,66,what position does kathryn e. benjamin hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1381,66,what position does kevin wood hold,director,1,0,,Not found,0.0,0.0,0.0
1382,66,what position does kristie li hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1383,66,what position does tanille ingle hold,vice president,1,0,,Not found,0.0,0.1428571428571429,0.0
1384,66,what position does tom priedeman hold,senior vice president,1,0,,Not found,0.0,0.19047619047619047,0.0
1385,66,what company is both the  bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1386,66,what company is both the  bookrunners and the bookrunners in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1387,66,what company is both the lead bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1388,66,what company is both the  book manager and the book manager in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1389,66,what company is both the  lead arranger and the lead arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1390,66,what company is both the lead arranger and the arranger in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1391,66,what company is both the  book runner and the book runner in the agreement,bnp paribas securities corp.,1,1,0.0,Not found,0.0,0.11111111111111116,0.0
1392,66,what company is both the  bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1393,66,what company is both the  bookrunners and the bookrunners in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1394,66,what company is both the lead bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1395,66,what company is both the  book manager and the book manager in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1396,66,what company is both the  lead arranger and the lead arranger in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
1397,66,what company is both the lead arranger and the arranger in the agreement,bank of the west,1,1,0.0,Not found,0.0,0.1875,0.0
